,returns,signal,realized_returns,strat_nav,nav
2022-05-04 18:00:00,0.014286823612150501,1,0.014286823612150501,1.0142868236121505,1.0142868236121505
2022-05-04 19:00:00,0.005400768451745863,1,0.005400768451745863,1.0197647518901365,1.0197647518901365
2022-05-04 20:00:00,0.0003274552001151232,1,0.0003274552001151232,1.020098679161037,1.020098679161037
2022-05-04 21:00:00,-0.0014905762619820129,0,0.0,1.020098679161037,1.0185781442850004
2022-05-04 22:00:00,-0.0012534816068103805,1,-0.0012534816068103805,1.018820004229577,1.01730137531604
2022-05-04 23:00:00,-0.00045907521967636367,1,-0.00045907521967636367,1.0183522892123247,1.0168343574636898
2022-05-05 00:00:00,-0.000950851076665149,0,0.0,1.0183522892123247,1.0158674994201053
2022-05-05 01:00:00,-0.0002201588473171867,1,-0.0002201588473171867,1.0181280899461689,1.015643847202406
2022-05-05 02:00:00,0.002701505469319354,1,0.002701505469319354,1.0208785685496262,1.018387614610504
2022-05-05 03:00:00,-0.0008995823402798697,0,0.0,1.0208785685496262,1.0174714910968405
2022-05-05 04:00:00,0.0008878035443296017,1,0.0008878035443296017,1.0217849081611148,1.0183748058928905
2022-05-05 05:00:00,-0.0035390240386556915,0,0.0,1.0217849081611148,1.0147707529744743
2022-05-05 06:00:00,-0.0011365966061260835,0,0.0,1.0217849081611148,1.0136173679806475
2022-05-05 07:00:00,0.0006961011523529681,1,0.0006961011523529681,1.0224961738131426,1.0143229481985439
2022-05-05 08:00:00,-0.002797364646717204,0,0.0,1.0224961738131426,1.0114855170428994
2022-05-05 09:00:00,-0.00019697326001433257,0,0.0,1.0224961738131426,1.01128628144315
2022-05-05 10:00:00,0.0013235727757228144,0,0.0,1.0224961738131426,1.0126247924337302
2022-05-05 11:00:00,-0.0011252692365008032,1,-0.0011252692365008032,1.021345590324311,1.0114853169066864
2022-05-05 12:00:00,0.0007581147112738496,1,0.0007581147112738496,1.0221198874416304,1.0122521388056709
2022-05-05 13:00:00,-0.010246023184710573,0,0.0,1.0221198874416304,1.001880579922695
2022-05-05 14:00:00,-0.023400549761001477,0,0.0,1.0221198874416304,0.978436023557633
2022-05-05 15:00:00,-0.03349744484925443,0,0.0,1.0221198874416304,0.9456609168199874
2022-05-05 16:00:00,0.003850511519736255,1,0.003850511519736255,1.026055571842776,0.9493021950739672
2022-05-05 17:00:00,-0.004671555898918434,1,-0.004671555898918434,1.0212622958835158,0.9448674768047132
2022-05-05 18:00:00,-0.012954335854909016,1,-0.012954335854909016,1.0080325211066852,0.9326273461718044
2022-05-05 19:00:00,-0.002867190147217924,0,0.0,1.0080325211066852,0.9299533262338346
2022-05-05 20:00:00,0.0035396834073586625,1,0.0035396834073586625,1.0116006370957245,0.9332450665923225
2022-05-05 21:00:00,0.001686664488549816,0,0.0,1.0116006370957245,0.9348191379052582
2022-05-05 22:00:00,-0.005167403513808733,0,0.0,1.0116006370957245,0.9299885502072709
2022-05-05 23:00:00,0.007488091748734327,0,0.0,1.0116006370957245,0.9369523897964953
2022-05-06 00:00:00,-0.005181804792768974,0,0.0,1.0116006370957245,0.9320972854124515
2022-05-06 01:00:00,-0.0019279350793252048,0,0.0,1.0116006370957245,0.930300262358561
2022-05-06 02:00:00,0.0037312280922923158,0,0.0,1.0116006370957245,0.9337714248317401
2022-05-06 03:00:00,-0.0008122075251847383,0,0.0,1.0116006370957245,0.9330130086536893
2022-05-06 04:00:00,-0.0007839095302548671,1,-0.0007839095302548671,1.0108076337154932,0.9322816108643539
2022-05-06 05:00:00,0.0027307550251591817,1,0.0027307550251591817,1.013567901740731,0.9348274435580852
2022-05-06 06:00:00,-0.0016220448233723594,1,-0.0016220448233723594,1.0119238491725762,0.9333111115425154
2022-05-06 07:00:00,-0.0016258595295536304,0,0.0,1.0119238491725762,0.9317936787777757
2022-05-06 08:00:00,-0.002964583403810006,0,0.0,1.0119238491725762,0.929031298701896
2022-05-06 09:00:00,0.003482662088175381,0,0.0,1.0119238491725762,0.9322668007846134
2022-05-06 10:00:00,-0.012725192117104545,0,0.0,1.0119238491725762,0.9204035266402308
2022-05-06 11:00:00,-0.0022146670100832155,1,-0.0022146670100832155,1.0096827748070973,0.9183651393138165
2022-05-06 12:00:00,0.0011508704915477175,0,0.0,1.0096827748070973,0.9194220586531189
2022-05-06 13:00:00,-0.006053572483911807,1,-0.006053572483911807,1.0035705869440454,0.9138562705777548
2022-05-06 14:00:00,0.012320387002546784,1,0.012320387002546784,1.015934964959569,0.9251153334959769
2022-05-06 15:00:00,-0.0017688753866068607,0,0.0,1.015934964959569,0.9234789197527832
2022-05-06 16:00:00,0.00454938308527586,1,0.00454938308527586,1.0205568423048965,0.9276801791299153
2022-05-06 17:00:00,-0.007516432791887517,1,-0.007516432791887517,1.0128858953894109,0.9207073334111191
2022-05-06 18:00:00,0.0025047802872073532,0,0.0,1.0128858953894109,0.9230135029901345
2022-05-06 19:00:00,-0.000607555215808353,1,-0.000607555215808353,1.0122705112806483,0.9224527213221313
2022-05-06 20:00:00,0.0024872402557145623,0,0.0,1.0122705112806483,0.9247470828645972
2022-05-06 21:00:00,-0.00318671528529324,1,-0.00318671528529324,1.0090446933694985,0.9218001772006023
2022-05-06 22:00:00,0.001700006773973417,0,0.0,1.0090446933694985,0.9233672437460931
2022-05-06 23:00:00,-9.027473430178734e-05,1,-9.027473430178734e-05,1.008953602127906,0.923283887013501
2022-05-07 00:00:00,-0.0007128337716515443,1,-0.0007128337716515443,1.0082343859262797,0.922625739078016
2022-05-07 01:00:00,0.0001556402846081273,0,0.0,1.0082343859262797,0.9227693368106329
2022-05-07 02:00:00,-0.0014027134453256096,0,0.0,1.0082343859262797,0.9214749558549544
2022-05-07 03:00:00,-0.003067064937332775,0,0.0,1.0082343859262797,0.9186487323272214
2022-05-07 04:00:00,-0.0017543123896065493,0,0.0,1.0082343859262797,0.9170371354744035
2022-05-07 05:00:00,0.0024076480800687694,1,0.0024076480800687694,1.0106618595098145,0.9192450381729802
2022-05-07 06:00:00,-0.001489191279870683,1,-0.001489191279870683,1.0091567906817345,0.9178761064780686
2022-05-07 07:00:00,0.0030684063278616502,0,0.0,1.0091567906817345,0.920692523331379
2022-05-07 08:00:00,0.0026233990413078168,1,0.0026233990413078168,1.0118042116389383,0.9231078672144257
2022-05-07 09:00:00,-0.000802619374997593,1,-0.000802619374997593,1.0109921179749728,0.9223669629549868
2022-05-07 10:00:00,0.0014757970584304836,1,0.0014757970584304836,1.0124841371687767,0.9237281894057092
2022-05-07 11:00:00,-0.00026432686833866015,1,-0.00026432686833866015,1.0122165104075562,0.9234840232262075
2022-05-07 12:00:00,-0.0008720758558625752,1,-0.0008720758558625752,1.0113337808279244,0.9226786751062771
2022-05-07 13:00:00,-0.002899298270691575,1,-0.002899298270691575,1.008401622546078,0.9200035544191375
2022-05-07 14:00:00,0.0020088594738134624,1,0.0020088594738134624,1.0104273596989384,0.9218517122753744
2022-05-07 15:00:00,-0.00039110996095093054,0,0.0,1.0104273596989384,0.9214911668881839
2022-05-07 16:00:00,-0.0005809761267678848,1,-0.0005809761267678848,1.0098403255251203,0.9209558025191944
2022-05-07 17:00:00,-0.0013044248306856021,0,0.0,1.0098403255251203,0.9197544849024244
2022-05-07 18:00:00,0.0005307201332567235,0,0.0,1.0098403255251203,0.9202426171252153
2022-05-07 19:00:00,-0.0009932403329518946,0,0.0,1.0098403255251203,0.9193285950417853
2022-05-07 20:00:00,-0.0020685686308381523,0,0.0,1.0098403255251203,0.9174269007486494
2022-05-07 21:00:00,-0.015676222523389738,0,0.0,1.0098403255251203,0.9030451125035698
2022-05-07 22:00:00,-0.006426090430232567,0,0.0,1.0098403255251203,0.8972420629480423
2022-05-07 23:00:00,0.014045459483127631,0,0.0,1.0098403255251203,0.9098442399897368
2022-05-08 00:00:00,-0.00901636008688722,0,0.0,1.0098403255251203,0.9016407566990091
2022-05-08 01:00:00,-0.00785237203187339,1,-0.00785237203187339,1.001910683596309,0.8945607380383087
2022-05-08 02:00:00,-0.00891602780865508,1,-0.00891602780865508,0.9929776200795757,0.8865848096214282
2022-05-08 03:00:00,-0.003122751786888478,1,-0.003122751786888478,0.989876797442132,0.8838162253229547
2022-05-08 04:00:00,-0.0005732467994474799,0,0.0,0.989876797442132,0.8833095805004886
2022-05-08 05:00:00,-0.000945159239449822,1,-0.000945159239449822,0.9889412062411126,0.882474712289184
2022-05-08 06:00:00,0.009978975456927497,1,0.009978975456927497,0.9988098262665369,0.8912809057844768
2022-05-08 07:00:00,-0.0038881777547640217,0,0.0,0.9988098262665369,0.8878154471933597
2022-05-08 08:00:00,0.001052849648426335,1,0.001052849648426335,0.9998614228409665,0.8887501833748047
2022-05-08 09:00:00,-0.002971585842992175,0,0.0,0.9998614228409665,0.8861091859119314
2022-05-08 10:00:00,0.004238931837962534,1,0.004238931837962534,1.0040997672597975,0.8898653423520045
2022-05-08 11:00:00,0.001333131367585949,1,0.001333131367585949,1.0054383641557174,0.8910516497528216
2022-05-08 12:00:00,-0.003995080213807678,1,-0.003995080213807678,1.0014215572408758,0.8874918269374134
2022-05-08 13:00:00,-0.0057790850206757005,1,-0.0057790850206757005,0.9956342569200433,0.8823629362143872
2022-05-08 14:00:00,0.0006612892543387261,1,0.0006612892543387261,0.996292659155396,0.8829464333425325
2022-05-08 15:00:00,-0.0007613797543025713,0,0.0,0.996292659155396,0.8822741758040519
2022-05-08 16:00:00,-0.0007008261673224769,1,-0.0007008261673224769,0.9955944311895486,0.8816558549748955
2022-05-08 17:00:00,-0.010382656807888857,1,-0.010382656807888857,0.9852575158906622,0.8725019248100253
2022-05-08 18:00:00,0.013437998798267792,0,0.0,0.9852575158906622,0.8842266046271088
