,BTC-close,hold,signal,strategy
2022-05-06 09:00:00+00:00,0.0034826620881753,1.0034826620881754,0,1.0
2022-05-06 10:00:00+00:00,-0.0127251921171045,0.9907131524269198,0,1.0
2022-05-06 11:00:00+00:00,-0.0022146670100832,0.9885190526917844,0,1.0
2022-05-06 12:00:00+00:00,0.0011508704915477,0.9896567100998601,0,1.0
2022-05-06 13:00:00+00:00,-0.0060535724839118,0.9836657514710809,0,1.0
2022-05-06 14:00:00+00:00,0.0123203870025467,0.9957848942103557,0,1.0
2022-05-06 15:00:00+00:00,-0.0017688753866068,0.9940234748206321,0,1.0
2022-05-06 16:00:00+00:00,0.0045493830852758,0.9985456684033482,1,1.0045493830852759
2022-05-06 17:00:00+00:00,-0.0075164327918875,0.9910401669971641,1,0.9969987551611833
2022-05-06 18:00:00+00:00,0.0025047802872073,0.9935225048712893,0,0.9969987551611833
2022-05-06 19:00:00+00:00,-0.0006075552158083,0.9929188850914318,1,0.9963930233673307
2022-05-06 20:00:00+00:00,0.0024872402557145,0.9953885129130904,0,0.9963930233673307
2022-05-06 21:00:00+00:00,-0.0031867152852932,0.9922164931241849,1,0.9932178024896064
2022-05-06 22:00:00+00:00,0.0017000067739734,0.9939032678837442,0,0.9932178024896064
2022-05-06 23:00:00+00:00,-9.027473430178734e-05,0.9938135435303143,0,0.9932178024896064
2022-05-07 00:00:00+00:00,-0.0007128337716515,0.9931051196737611,0,0.9932178024896064
2022-05-07 01:00:00+00:00,0.0001556402846081,0.993259686837233,0,0.9932178024896064
2022-05-07 02:00:00+00:00,-0.0014027134453256,0.9918664281198065,0,0.9932178024896064
2022-05-07 03:00:00+00:00,-0.0030670649373327,0.9888243093756028,1,0.990171538992456
2022-05-07 04:00:00+00:00,-0.0017543123896065,0.9870896026385211,0,0.990171538992456
2022-05-07 05:00:00+00:00,0.0024076480800687,0.9894661670251695,0,0.990171538992456
2022-05-07 06:00:00+00:00,-0.0014891912798706,0.9879926626375087,1,0.9886969841710125
2022-05-07 07:00:00+00:00,0.0030684063278616,0.9910242255754266,0,0.9886969841710125
2022-05-07 08:00:00+00:00,0.0026233990413078,0.993624077578714,1,0.9912907308914306
2022-05-07 09:00:00+00:00,-0.0008026193749975,0.9928265756425853,1,0.9904951017445617
2022-05-07 10:00:00+00:00,0.0014757970584304,0.9942917861824502,1,0.9919568715021061
2022-05-07 11:00:00+00:00,-0.0002643268683386,0.9940289681483938,1,0.9916946706487351
2022-05-07 12:00:00+00:00,-0.0008720758558625,0.9931620994852437,1,0.9908298376700748
2022-05-07 13:00:00+00:00,-0.0028992982706915,0.9902826263276898,1,0.9879571264351684
2022-05-07 14:00:00+00:00,0.0020088594738134,0.992271964963341,1,0.9899417934683292
2022-05-07 15:00:00+00:00,-0.0003911099609509,0.9918838775138715,1,0.9895546173721421
2022-05-07 16:00:00+00:00,-0.0005809761267678,0.9913076166605101,0,0.9895546173721421
2022-05-07 17:00:00+00:00,-0.0013044248306856,0.9900145303904904,1,0.9882638177579223
2022-05-07 18:00:00+00:00,0.0005307201332567,0.9905399510339853,1,0.9887883092629756
2022-05-07 19:00:00+00:00,-0.0009932403329518,0.9895561068032183,0,0.9887883092629756
2022-05-07 20:00:00+00:00,-0.0020685686308381,0.9875091420822308,0,0.9887883092629756
2022-05-07 21:00:00+00:00,-0.0156762225233897,0.972028729027068,0,0.9887883092629756
2022-05-07 22:00:00+00:00,-0.0064260904302325,0.9657823845135561,0,0.9887883092629756
2022-05-07 23:00:00+00:00,0.0140454594831276,0.9793472418647596,0,0.9887883092629756
2022-05-08 00:00:00+00:00,-0.0090163600868872,0.9705170944820072,0,0.9887883092629756
2022-05-08 01:00:00+00:00,-0.0078523720318733,0.9628962331928418,1,0.9810239755978757
2022-05-08 02:00:00+00:00,-0.008916027808655,0.9543110236008453,0,0.9810239755978757
2022-05-08 03:00:00+00:00,-0.0031227517868884,0.9513309471466485,0,0.9810239755978757
2022-05-08 04:00:00+00:00,-0.0005732467994474,0.9507855997259814,0,0.9810239755978757
2022-05-08 05:00:00+00:00,-0.0009451592394498,0.9498869559316646,1,0.9800967517232175
2022-05-08 06:00:00+00:00,0.0099789754569274,0.9593658545517623,0,0.9800967517232175
2022-05-08 07:00:00+00:00,-0.003888177754764,0.955635669577414,0,0.9800967517232175
2022-05-08 08:00:00+00:00,0.0010528496484263,0.9566418102561522,0,0.9800967517232175
2022-05-08 09:00:00+00:00,-0.0029715858429921,0.9537990669959807,0,0.9800967517232175
2022-05-08 10:00:00+00:00,0.0042389318379625,0.957842156228089,0,0.9800967517232175
2022-05-08 11:00:00+00:00,0.0013331313675859,0.9591190856517529,0,0.9800967517232175
2022-05-08 12:00:00+00:00,-0.0039950802138076,0.9552873279699803,0,0.9800967517232175
2022-05-08 13:00:00+00:00,-0.0057790850206757,0.9497666412824677,0,0.9800967517232175
2022-05-08 14:00:00+00:00,0.0006612892543387,0.9503947117564772,0,0.9800967517232175
2022-05-08 15:00:00+00:00,-0.0007613797543025,0.9496711004643497,0,0.9800967517232175
2022-05-08 16:00:00+00:00,-0.0007008261673224,0.9490055461067944,0,0.9800967517232175
2022-05-08 17:00:00+00:00,-0.0103826568078888,0.9391523472127845,0,0.9800967517232175
2022-05-08 18:00:00+00:00,0.0134379987982677,0.9517726753260203,1,0.9932672906950603
2022-05-08 19:00:00+00:00,0.0021005521800656,0.9537719234941032,0,0.9932672906950603
2022-05-08 20:00:00+00:00,-0.0080753859287083,0.946069847123922,0,0.9932672906950603
2022-05-08 21:00:00+00:00,0.004378307340644,0.9502120316803466,0,0.9932672906950603
2022-05-08 22:00:00+00:00,-0.0046861402584224,0.945759204824652,0,0.9932672906950603
2022-05-08 23:00:00+00:00,-0.0079236537572978,0.9382653363478443,1,0.9853969845951434
2022-05-09 00:00:00+00:00,0.0040052366899838,0.9420233110979247,1,0.9893437327520433
2022-05-09 01:00:00+00:00,-0.0021889526723597,0.9399612666536717,0,0.9893437327520433
2022-05-09 02:00:00+00:00,-0.0195437141490875,0.9215909323469782,1,0.9700082816439461
2022-05-09 03:00:00+00:00,0.0056770415195532,0.9268228423339558,1,0.9755150589331494
2022-05-09 04:00:00+00:00,0.0017105938744026,0.9284082598107087,1,0.9771837690173479
2022-05-09 05:00:00+00:00,-0.0042043856525789,0.9245048734434249,1,0.9730753115989584
2022-05-09 06:00:00+00:00,0.0009015397011846,0.9253383512907729,1,0.9739525776246075
2022-05-09 07:00:00+00:00,6.0180434211742906e-05,0.9253940385545464,1,0.9740111905136306
2022-05-09 08:00:00+00:00,0.0019066854343829,0.9271584738889231,1,0.9758683234635089
2022-05-09 09:00:00+00:00,-0.0043395877891151,0.9231349882970601,1,0.9716334572032225
2022-05-09 10:00:00+00:00,-0.019208958860148,0.9054025262844987,1,0.9529693900966625
2022-05-09 11:00:00+00:00,0.0079978605116404,0.9126438093966089,1,0.9605911063505186
2022-05-09 12:00:00+00:00,-0.0041397497172186,0.908865692444738,0,0.9605911063505186
2022-05-09 13:00:00+00:00,0.0016768390239276,0.9103897139053384,0,0.9605911063505186
2022-05-09 14:00:00+00:00,-0.0127899755432084,0.8987458517297007,1,0.9483051695932719
2022-05-09 15:00:00+00:00,-0.0068965558568051,0.8925476007621749,1,0.9417651300218749
2022-05-09 16:00:00+00:00,-0.0190951369369797,0.8755042821028485,1,0.9237819959016347
2022-05-09 17:00:00+00:00,-0.0094852188800607,0.8671999323566726,1,0.9150197214730483
2022-05-09 18:00:00+00:00,-0.0152492049043634,0.8539758228951155,1,0.9010663982487722
2022-05-09 19:00:00+00:00,-0.0029030172030508,0.8514967163902616,1,0.8984505869935651
2022-05-09 20:00:00+00:00,0.0096491120436235,0.8597129036114888,0,0.8984505869935651
2022-05-09 21:00:00+00:00,-0.0041560139952485,0.8561399247521837,0,0.8984505869935651
2022-05-09 22:00:00+00:00,0.0033993028403409,0.8590502036301231,1,0.9015046926258383
2022-05-09 23:00:00+00:00,-0.0264979364392831,0.8362871459361788,1,0.8776166785809234
2022-05-10 00:00:00+00:00,0.0081211151634614,0.843078730158049,0,0.8776166785809234
2022-05-10 01:00:00+00:00,0.0141256675734906,0.8549877800385423,1,0.8900136000395085
2022-05-10 02:00:00+00:00,0.0039644995312242,0.8583773786917075,1,0.8935420585396483
2022-05-10 03:00:00+00:00,-0.0120080931921743,0.8480699031343232,1,0.882812322229577
2022-05-10 04:00:00+00:00,0.0156207442141951,0.8613173861669416,1,0.8966025077042648
2022-05-10 05:00:00+00:00,0.0189025471514776,0.8775984786713498,0,0.8966025077042648
2022-05-10 06:00:00+00:00,0.0121402390674916,0.8882527340076869,0,0.8966025077042648
2022-05-10 07:00:00+00:00,-0.0135783180063807,0.8761917559152935,0,0.8966025077042648
2022-05-10 08:00:00+00:00,0.0007905164578445,0.8768843999185723,0,0.8966025077042648
2022-05-10 09:00:00+00:00,-0.0103265132749276,0.8678292415222362,1,0.8873437300061233
2022-05-10 10:00:00+00:00,-0.0025861005411746,0.8655849478510884,0,0.8873437300061233
2022-05-10 11:00:00+00:00,0.0087681409920903,0.8731745187144779,1,0.8951240849392643
2022-05-10 12:00:00+00:00,0.0163395163425694,0.8874417680329284,0,0.8951240849392643
2022-05-10 13:00:00+00:00,-0.0119654683841807,0.876823111614729,0,0.8951240849392643
2022-05-10 14:00:00+00:00,-0.0209978186621152,0.8584117389182913,0,0.8951240849392643
2022-05-10 15:00:00+00:00,0.0048764750951315,0.8625977623844949,0,0.8951240849392643
2022-05-10 16:00:00+00:00,-0.002622076035897,0.8603359654631282,0,0.8951240849392643
2022-05-10 17:00:00+00:00,0.0149833790316324,0.8732267053282077,0,0.8951240849392643
2022-05-10 18:00:00+00:00,-0.0011592410930367,0.8722144250478542,0,0.8951240849392643
2022-05-10 19:00:00+00:00,-0.0076804571214046,0.8655154195556035,0,0.8951240849392643
2022-05-10 20:00:00+00:00,-0.0123008874502337,0.8548688117932082,0,0.8951240849392643
2022-05-10 21:00:00+00:00,-0.0199265591717655,0.8378342178309139,0,0.8951240849392643
2022-05-10 22:00:00+00:00,0.0152770261457801,0.8506338330825461,0,0.8951240849392643
2022-05-10 23:00:00+00:00,0.0052597249988477,0.8551079331192761,0,0.8951240849392643
2022-05-11 00:00:00+00:00,0.0027634482155298,0.85747097961114,0,0.8951240849392643
2022-05-11 01:00:00+00:00,-0.0075820726484131,0.8509695723498224,0,0.8951240849392643
2022-05-11 02:00:00+00:00,0.0180511273299948,0.8663305324542603,0,0.8951240849392643
2022-05-11 03:00:00+00:00,-0.0056577741351365,0.8614290299752616,0,0.8951240849392643
2022-05-11 04:00:00+00:00,-7.533605664322707e-05,0.8613641333090652,0,0.8951240849392643
2022-05-11 05:00:00+00:00,0.0067294860405837,0.8671606712200282,0,0.8951240849392643
2022-05-11 06:00:00+00:00,-0.026301217370739,0.8443532899109143,0,0.8951240849392643
2022-05-11 07:00:00+00:00,-0.0056987096833862,0.8395415656415001,1,0.8900230326485887
2022-05-11 08:00:00+00:00,0.0236785351543318,0.8594206801170651,1,0.9110974743153234
2022-05-11 09:00:00+00:00,0.0157374123824565,0.8729457377700786,1,0.9254357909892382
2022-05-11 10:00:00+00:00,0.0072114356864176,0.8792409298157399,1,0.9321095116778662
2022-05-11 11:00:00+00:00,-0.0120447308689695,0.8686507094471267,0,0.9321095116778662
2022-05-11 12:00:00+00:00,-0.0677481536619953,0.8098012277049016,1,0.8689608132509067
2022-05-11 13:00:00+00:00,0.0565582537756943,0.8556021710493042,1,0.9181077194478852
2022-05-11 14:00:00+00:00,0.0164733573851607,0.8696968113925189,1,0.9332320360284251
2022-05-11 15:00:00+00:00,-0.019772099140026,0.8525010798159015,1,0.9147800796914227
2022-05-11 16:00:00+00:00,-0.0206667124469722,0.834882685138613,1,0.8958745828322218
2022-05-11 17:00:00+00:00,-0.0147010547290896,0.8226090290920209,1,0.882704281559605
2022-05-11 18:00:00+00:00,0.0008691787740204,0.8233240233994253,1,0.8834715093848736
