,BTC-close,real,signal,strat,optimal
2022-05-02 09:00:00+00:00,-0.001440812487671,0.998559187512329,0.0,1.0,0.0
2022-05-02 10:00:00+00:00,-0.0029065033515415,0.9956568718871118,0.0,1.0,0.0
2022-05-02 11:00:00+00:00,-0.0046915412742547,0.990985706577658,0.0,1.0,0.0
2022-05-02 12:00:00+00:00,-0.0004978492749158,0.9904923450621864,1.0,0.9995021507250842,0.0
2022-05-02 13:00:00+00:00,0.0112814160239671,1.0016665012753878,0.0,0.9995021507250842,1.0
2022-05-02 14:00:00+00:00,-0.0030834932686772,0.9985778693612457,0.0,0.9995021507250842,0.0
2022-05-02 15:00:00+00:00,-0.0040430378949809,0.9945405811943289,0.0,0.9995021507250842,0.0
2022-05-02 16:00:00+00:00,-0.0022474626667607,0.9923053883675161,0.0,0.9995021507250842,0.0
2022-05-02 17:00:00+00:00,-0.0061657485607433,0.9861870828473713,1.0,0.9933394717777912,0.0
2022-05-02 18:00:00+00:00,-0.0028403049539122,0.9833860107904757,1.0,0.9905180847551843,0.0
2022-05-02 19:00:00+00:00,0.0079053999396982,0.9911600705008788,0.0,0.9905180847551843,1.0
2022-05-02 20:00:00+00:00,-0.0050105510886713,0.9861938123305831,1.0,0.9855550432872656,0.0
2022-05-02 21:00:00+00:00,0.0084997745635357,0.994576237411347,1.0,0.9939320389751631,1.0
2022-05-02 22:00:00+00:00,-0.001713055740812,0.9928724728781743,0.0,0.9939320389751631,0.0
2022-05-02 23:00:00+00:00,-0.0022437526712846,0.9906447126149089,0.0,0.9939320389751631,0.0
2022-05-03 00:00:00+00:00,-0.0024629310725035,0.9882048229703984,0.0,0.9939320389751631,0.0
2022-05-03 01:00:00+00:00,0.0015875995667338,0.9897736965191904,1.0,0.995510005049603,1.0
2022-05-03 02:00:00+00:00,-0.0018323844652521,0.9879600505735735,1.0,0.993685847981347,0.0
2022-05-03 03:00:00+00:00,0.0020825886439597,0.9900175649555839,0.0,0.993685847981347,1.0
2022-05-03 04:00:00+00:00,0.0008551455994698,0.9908641741196536,1.0,0.9945355940615037,1.0
2022-05-03 05:00:00+00:00,-0.0001120095527422,0.9907531878666822,0.0,0.9945355940615037,0.0
2022-05-03 06:00:00+00:00,-0.0011057240251922,0.9896576882638223,0.0,0.9945355940615037,0.0
2022-05-03 07:00:00+00:00,0.0015324942572061,0.9911743329876865,1.0,0.9960597141479901,1.0
2022-05-03 08:00:00+00:00,0.0002145249068787,0.9913869645691714,0.0,0.9960597141479901,1.0
2022-05-03 09:00:00+00:00,-0.0024953307528999,0.988913126188458,1.0,0.993574215711552,0.0
2022-05-03 10:00:00+00:00,-0.0007774884836739,0.9881442576214925,1.0,0.992801723201161,0.0
2022-05-03 11:00:00+00:00,0.0031807809395059,0.9912873280416171,1.0,0.9959596079990278,1.0
2022-05-03 12:00:00+00:00,-0.002007509441009,0.9892973093718209,0.0,0.9959596079990278,0.0
2022-05-03 13:00:00+00:00,-0.0033079415165848,0.9860247717299043,1.0,0.9926650318628863,0.0
2022-05-03 14:00:00+00:00,-0.0019234906460678,0.9841281623046907,1.0,0.9907556499594196,0.0
2022-05-03 15:00:00+00:00,0.0012541123771645,0.9853623696137532,0.0,0.9907556499594196,1.0
2022-05-03 16:00:00+00:00,-0.0039715801095016,0.9814489240259439,1.0,0.9868207845266644,0.0
2022-05-03 17:00:00+00:00,-0.0012904889633004,0.9801823750214453,1.0,0.9855473031954773,0.0
2022-05-03 18:00:00+00:00,-0.0098245905267817,0.9705524845452912,0.0,0.9855473031954773,0.0
2022-05-03 19:00:00+00:00,-0.000624236585666,0.9699466301761289,1.0,0.9849320885119183,0.0
2022-05-03 20:00:00+00:00,-0.0022897448899866,0.9677256998361234,1.0,0.9826768452952643,0.0
2022-05-03 21:00:00+00:00,0.0045285561521968,0.9721081000077553,1.0,0.9871269525686476,1.0
2022-05-03 22:00:00+00:00,-0.0008305013663804,0.9713007629024294,1.0,0.9863071422857483,0.0
2022-05-03 23:00:00+00:00,-0.000549508900979,0.9707670244876868,0.0,0.9863071422857483,0.0
2022-05-04 00:00:00+00:00,0.0038011869255061,0.9744570914088819,0.0,0.9863071422857483,1.0
2022-05-04 01:00:00+00:00,-0.0003189073290759,0.9741463299005616,1.0,0.9859926017093535,0.0
2022-05-04 02:00:00+00:00,0.0024985606443035,0.9765802935822439,0.0,0.9859926017093535,1.0
2022-05-04 03:00:00+00:00,0.0011768980759778,0.9777296290507987,1.0,0.9871530145052337,1.0
2022-05-04 04:00:00+00:00,-0.00069865200535,0.9770465362847722,1.0,0.9864633380720623,0.0
2022-05-04 05:00:00+00:00,0.0026424651604255,0.9796283477170192,1.0,0.9890700330749548,1.0
2022-05-04 06:00:00+00:00,0.0073038389626389,0.9867833954119805,1.0,0.9962940413193062,1.0
2022-05-04 07:00:00+00:00,0.0070276645331448,0.9937181780818135,1.0,1.0032956616180695,1.0
2022-05-04 08:00:00+00:00,0.00805244174417,1.0017200358209402,0.0,1.0032956616180695,1.0
2022-05-04 09:00:00+00:00,-0.0022241355505436,0.9994920746775791,0.0,1.0032956616180695,0.0
2022-05-04 10:00:00+00:00,0.0025018261743312,1.001992630111044,1.0,1.0058057329648986,1.0
2022-05-04 11:00:00+00:00,0.00096060285322,1.002955147090434,1.0,1.0067719128217698,1.0
2022-05-04 12:00:00+00:00,-0.0009957328595849,1.0019564716937863,0.0,1.0067719128217698,0.0
2022-05-04 13:00:00+00:00,-0.0035019212249165,0.9984476990591193,0.0,1.0067719128217698,0.0
2022-05-04 14:00:00+00:00,-0.000811911958605,0.9976370474322116,0.0,1.0067719128217698,0.0
2022-05-04 15:00:00+00:00,0.0044808733046588,1.0021073326457892,1.0,1.0112831302098133,1.0
2022-05-04 16:00:00+00:00,0.0045231267506844,1.0066399911291364,1.0,1.0158572919885813,1.0
2022-05-04 17:00:00+00:00,-0.0029038253406379,1.003716884413996,1.0,1.012907419841633,0.0
2022-05-04 18:00:00+00:00,0.0142868236121505,1.018056810498156,1.0,1.0273786494843489,1.0
2022-05-04 19:00:00+00:00,0.0054007684517458,1.0235550996023794,0.0,1.0273786494843489,1.0
2022-05-04 20:00:00+00:00,0.0003274552001151,1.0238902680423485,0.0,1.0273786494843489,1.0
2022-05-04 21:00:00+00:00,-0.001490576261982,1.02236408151393,0.0,1.0273786494843489,0.0
2022-05-04 22:00:00+00:00,-0.0012534816068103,1.021082566942289,0.0,1.0273786494843489,0.0
2022-05-04 23:00:00+00:00,-0.0004590752196763,1.0206138132385623,1.0,1.0269070054051461,0.0
2022-05-05 00:00:00+00:00,-0.0009508510766651,1.019643361495385,0.0,1.0269070054051461,0.0
2022-05-05 01:00:00+00:00,-0.0002201588473171,1.0194188779882436,1.0,1.0266809227425342,0.0
2022-05-05 02:00:00+00:00,0.0027015054693193,1.0221728436626563,1.0,1.029454506870569,1.0
2022-05-05 03:00:00+00:00,-0.0008995823402798,1.0212533150237837,0.0,1.029454506870569,0.0
2022-05-05 04:00:00+00:00,0.0008878035443296,1.0221599873365201,1.0,1.0303684602304948,1.0
2022-05-05 05:00:00+00:00,-0.0035390240386556,1.0185425385699842,1.0,1.0267219614810665,0.0
2022-05-05 06:00:00+00:00,-0.001136596606126,1.0173848665774508,0.0,1.0267219614810665,0.0
2022-05-05 07:00:00+00:00,0.0006961011523529,1.0180930693554617,0.0,1.0267219614810665,1.0
2022-05-05 08:00:00+00:00,-0.0027973646467172,1.015245091796179,1.0,1.0238498457640113,0.0
2022-05-05 09:00:00+00:00,-0.0001969732600143,1.0150451156607345,1.0,1.023648174722126,0.0
2022-05-05 10:00:00+00:00,0.0013235727757228,1.0163886017419534,0.0,1.023648174722126,1.0
2022-05-05 11:00:00+00:00,-0.0011252692365008,1.0152448909160832,1.0,1.022496294922111,0.0
2022-05-05 12:00:00+00:00,0.0007581147112738,1.0160145630034323,0.0,1.022496294922111,1.0
2022-05-05 13:00:00+00:00,-0.0102460231847105,1.0056044542348956,0.0,1.022496294922111,0.0
2022-05-05 14:00:00+00:00,-0.0234005497610014,0.9820727571636874,0.0,1.022496294922111,0.0
2022-05-05 15:00:00+00:00,-0.0334974448492544,0.9491758291426415,0.0,1.022496294922111,0.0
2022-05-05 16:00:00+00:00,0.0038505115197362,0.9528306416070105,1.0,1.0264334286845962,1.0
2022-05-05 17:00:00+00:00,-0.0046715558989184,0.948379440002541,1.0,1.0216383875459776,0.0
2022-05-05 18:00:00+00:00,-0.012954335854909,0.9360938142188576,1.0,1.0084037407514392,0.0
2022-05-05 19:00:00+00:00,-0.0028671901472179,0.9334098552578577,1.0,1.0055124554815391,0.0
2022-05-05 20:00:00+00:00,0.0035396834073586,0.936713830634779,1.0,1.0090716512360995,1.0
2022-05-05 21:00:00+00:00,0.0016866644885498,0.9382937525888442,0.0,1.0090716512360995,1.0
2022-05-05 22:00:00+00:00,-0.0051674035138087,0.9334452101547318,0.0,1.0090716512360995,0.0
2022-05-05 23:00:00+00:00,0.0074880917487343,0.940434933530787,1.0,1.0166276723416023,1.0
2022-05-06 00:00:00+00:00,-0.0051818047927689,0.9355617832849299,0.0,1.0166276723416023,0.0
2022-05-06 01:00:00+00:00,-0.0019279350793252,0.9337580809040589,1.0,1.0146676801894823,0.0
2022-05-06 02:00:00+00:00,0.0037312280922923,0.9372421452869331,1.0,1.0184536367421464,1.0
2022-05-06 03:00:00+00:00,-0.0008122075251847,0.9364809101636107,0.0,1.0184536367421464,0.0
2022-05-06 04:00:00+00:00,-0.0007839095302548,0.9357467938532318,0.0,1.0184536367421464,0.0
2022-05-06 05:00:00+00:00,0.0027307550251591,0.9383020891128231,0.0,1.0184536367421464,1.0
2022-05-06 06:00:00+00:00,-0.0016220448233723,0.9367801210664183,0.0,1.0184536367421464,0.0
2022-05-06 07:00:00+00:00,-0.0016258595295536,0.9352570481794861,0.0,1.0184536367421464,0.0
2022-05-06 08:00:00+00:00,-0.00296458340381,0.9324844006561568,1.0,1.0154343459931108,0.0
2022-05-06 09:00:00+00:00,0.0034826620881753,0.935731928726137,1.0,1.0189707606929321,1.0
2022-05-06 10:00:00+00:00,-0.0127251921171045,0.9238245601629881,1.0,1.0060041620014024,0.0
2022-05-06 11:00:00+00:00,-0.0022146670100832,0.9217785963864905,0.0,1.0060041620014024,0.0
2022-05-06 12:00:00+00:00,0.0011508704915477,0.922839444172812,0.0,1.0060041620014024,1.0
2022-05-06 13:00:00+00:00,-0.0060535724839118,0.9172529687064991,1.0,0.99991424288761,0.0
2022-05-06 14:00:00+00:00,0.0123203870025467,0.9285538802601981,0.0,0.99991424288761,1.0
2022-05-06 15:00:00+00:00,-0.0017688753866068,0.9269113841562677,1.0,0.9981455191946486,0.0
2022-05-06 16:00:00+00:00,0.0045493830852758,0.9311282591288979,1.0,1.0026864655363166,1.0
2022-05-06 17:00:00+00:00,-0.0075164327918875,0.9241294961485282,1.0,0.9951498401067777,0.0
2022-05-06 18:00:00+00:00,0.0025047802872073,0.926444237493308,0.0,0.9951498401067777,1.0
2022-05-06 19:00:00+00:00,-0.0006075552158083,0.9258813714646633,0.0,0.9951498401067777,0.0
2022-05-06 20:00:00+00:00,0.0024872402557145,0.9281842608837865,0.0,0.9951498401067777,1.0
2022-05-06 21:00:00+00:00,-0.0031867152852932,0.9252264019120595,0.0,0.9951498401067777,0.0
2022-05-06 22:00:00+00:00,0.0017000067739734,0.9267992930627691,0.0,0.9951498401067777,1.0
2022-05-06 23:00:00+00:00,-9.027473430178734e-05,0.9267156265028368,1.0,0.9950600032193715,0.0
2022-05-07 00:00:00+00:00,-0.0007128337716515,0.9260550323075484,1.0,0.994350690844257,0.0
2022-05-07 01:00:00+00:00,0.0001556402846081,0.9261991637763395,0.0,0.994350690844257,1.0
2022-05-07 02:00:00+00:00,-0.0014027134453256,0.924899971756261,1.0,0.9929559017608409,0.0
2022-05-07 03:00:00+00:00,-0.0030670649373327,0.9220632434823475,1.0,0.9899104415302327,0.0
2022-05-07 04:00:00+00:00,-0.0017543123896065,0.9204456565103056,1.0,0.9881738293780553,0.0
2022-05-07 05:00:00+00:00,0.0024076480800687,0.9226617657280103,0.0,0.9881738293780553,1.0
2022-05-07 06:00:00+00:00,-0.0014891912798706,0.9212877458722182,1.0,0.9867022495283492,0.0
2022-05-07 07:00:00+00:00,0.0030684063278616,0.9241146310214339,1.0,0.9897298529545173,1.0
2022-05-07 08:00:00+00:00,0.0026233990413078,0.926538952458514,0.0,0.9897298529545173,1.0
2022-05-07 09:00:00+00:00,-0.0008026193749975,0.925795294343581,1.0,0.9889354765985227,0.0
2022-05-07 10:00:00+00:00,0.0014757970584304,0.9271615803156821,1.0,0.9903949446658643,1.0
2022-05-07 11:00:00+00:00,-0.0002643268683386,0.9269165065987134,1.0,0.9901331566717224,0.0
2022-05-07 12:00:00+00:00,-0.0008720758558625,0.9261081650929083,0.0,0.9901331566717224,0.0
2022-05-07 13:00:00+00:00,-0.0028992982706915,0.9234231012913812,1.0,0.9872624653228298,0.0
2022-05-07 14:00:00+00:00,0.0020088594738134,0.9252781285367485,0.0,0.9872624653228298,1.0
2022-05-07 15:00:00+00:00,-0.0003911099609509,0.9249162430440278,0.0,0.9872624653228298,0.0
2022-05-07 16:00:00+00:00,-0.0005809761267678,0.9243788887875595,0.0,0.9872624653228298,0.0
2022-05-07 17:00:00+00:00,-0.0013044248306856,0.9231731060120634,0.0,0.9872624653228298,0.0
2022-05-07 18:00:00+00:00,0.0005307201332567,0.9236630525659051,0.0,0.9872624653228298,1.0
2022-05-07 19:00:00+00:00,-0.0009932403329518,0.9227456331680393,0.0,0.9872624653228298,0.0
2022-05-07 20:00:00+00:00,-0.0020685686308381,0.920836870497025,1.0,0.9852202451566591,0.0
2022-05-07 21:00:00+00:00,-0.0156762225233897,0.9064016268073718,0.0,0.9852202451566591,0.0
2022-05-07 22:00:00+00:00,-0.0064260904302325,0.9005770079873978,0.0,0.9852202451566591,0.0
2022-05-07 23:00:00+00:00,0.0140454594831276,0.9132260258645212,1.0,0.9990581161919639,1.0
2022-05-08 00:00:00+00:00,-0.0090163600868872,0.9049920511746097,1.0,0.99005024846865,0.0
