,returns,class,signal,strat_ret,hold,strategy
2022-05-18 17:00:00,-0.005709486969933564,0.0,0.0,0.005709486969933564,0.9942905130300664,1.0057094869699337
2022-05-18 18:00:00,0.006345742880453864,1.0,1.0,0.006345742880453864,1.0006000249742297,1.012091460786678
2022-05-18 19:00:00,0.0053028700931134765,1.0,1.0,0.0053028700931134765,1.0059060769218342,1.0174584503255792
2022-05-18 20:00:00,-0.0041875745544193155,0.0,1.0,-0.0041875745544193155,1.0016937702299806,1.013197767208817
2022-05-18 21:00:00,-0.0017927486955364724,0.0,1.0,-0.0017927486955364724,0.9998979850300738,1.011381358233333
2022-05-18 22:00:00,-0.00541451764821177,0.0,1.0,-0.00541451764821177,0.994484019743717,1.0059052160201063
2022-05-18 23:00:00,-0.008436226417535941,0.0,1.0,-0.008436226417535941,0.9860943273845377,0.9974191718631803
2022-05-19 00:00:00,0.005599474983372321,1.0,0.0,-0.005599474983372321,0.9916159379019728,0.9918341481623965
2022-05-19 01:00:00,-0.004003097410393508,0.0,0.0,0.004003097410393508,0.9876464027088525,0.9958045568724452
2022-05-19 02:00:00,0.010541516902090153,1.0,1.0,0.010541516902090153,0.9980576939562964,1.0063018474398944
2022-05-19 03:00:00,0.003737844266249013,1.0,1.0,0.003737844266249013,1.0017882781850367,1.0100632470304634
2022-05-19 04:00:00,-0.0029211713937433714,0.0,0.0,0.0029211713937433714,0.9988618829242152,1.0130138148935603
2022-05-19 05:00:00,-0.0015415638784064267,0.0,0.0,0.0015415638784064267,0.9973220735259822,1.0145754403989269
2022-05-19 06:00:00,0.009459303067201663,1.0,0.0,-0.009459303067201663,1.0067560452750746,1.0049782638236537
2022-05-19 07:00:00,-0.0056410794148537,0.0,0.0,0.0056410794148537,1.0010768544722939,1.0106474260200846
2022-05-19 08:00:00,-0.005494847994150787,0.0,1.0,-0.005494847994150787,0.995576089326506,1.0050940720384245
2022-05-19 09:00:00,-0.0009484711793149581,0.0,1.0,-0.0009484711793149581,0.9946318140989647,1.0041407692785957
2022-05-19 10:00:00,0.007075675930295677,1.0,1.0,0.007075675930295677,1.001669506485491,1.0112457439504088
2022-05-19 11:00:00,0.009719366337116009,1.0,1.0,0.009719366337116009,1.0114050993677417,1.0210744117927122
2022-05-19 12:00:00,0.000812549835859766,1.0,0.0,-0.000812549835859766,1.0122269164152207,1.0202447379470094
2022-05-19 13:00:00,0.001265544756031245,1.0,0.0,-0.001265544756031245,1.0135079348812037,1.0189535725690322
2022-05-19 14:00:00,0.009285023803793813,1.0,0.0,-0.009285023803793813,1.0229183801819095,1.009492564392768
2022-05-19 15:00:00,0.017124090354777577,1.0,1.0,0.017124090354777577,1.0404349269497073,1.0267792062779058
2022-05-19 16:00:00,-0.006399876618949474,0.0,1.0,-0.006399876618949474,1.0337762717871835,1.0202079460428244
2022-05-19 17:00:00,0.000884246562019797,1.0,0.0,-0.000884246562019797,1.0346903849014089,1.0193058306739908
2022-05-19 18:00:00,0.00098588204474237,1.0,1.0,0.00098588204474237,1.0357104675737507,1.0203107459905536
2022-05-19 19:00:00,-0.00621052452418136,0.0,1.0,-0.00621052452418136,1.0292781623149325,1.0139740810802935
2022-05-19 20:00:00,0.0060885541212660765,1.0,1.0,0.0060885541212660765,1.0355449781120243,1.020147717150512
2022-05-19 21:00:00,0.002680442478838474,1.0,1.0,0.002680442478838474,1.0383206968601035,1.0228821644262522
2022-05-19 22:00:00,-0.002202684121850651,0.0,0.0,0.002202684121850651,1.036033604347741,1.0251352507283582
2022-05-19 23:00:00,0.004114581776593074,1.0,1.0,0.004114581776593074,1.0402964493361282,1.0293532535495482
2022-05-20 00:00:00,-0.0027738659458343973,0.0,0.0,0.0027738659458343973,1.0374108064417422,1.0322085414858033
2022-05-20 01:00:00,0.007302653363506106,1.0,0.0,-0.007302653363506106,1.0449866579567415,1.0246706803084822
2022-05-20 02:00:00,-0.0047477472253708575,0.0,0.0,0.0047477472253708575,1.0400253254508778,1.0295355576878358
2022-05-20 03:00:00,-0.004611146356673035,0.0,0.0,0.004611146356673035,1.0352296164605772,1.0342828968237334
2022-05-20 04:00:00,-0.0030201392905385704,0.0,0.0,0.0030201392905385704,1.0321030788211754,1.0374065752379626
2022-05-20 05:00:00,0.0028994040070691174,1.0,0.0,-0.0028994040070691174,1.0350955626236178,1.034398714456758
2022-05-20 06:00:00,-0.006828538242902971,0.0,1.0,-0.006828538242902971,1.0280273729891833,1.0273352832766802
2022-05-20 07:00:00,0.009937714873255343,1.0,0.0,-0.009937714873255343,1.0382436159038515,1.0171259181522416
2022-05-20 08:00:00,-0.0023276382428606412,0.0,0.0,0.0023276382428606412,1.0358269603580679,1.0194934193371374
2022-05-20 09:00:00,0.003987667833902142,1.0,0.0,-0.003987667833902142,1.0399574942093763,1.015428018221972
2022-05-20 10:00:00,0.00040398259291341,1.0,0.0,-0.00040398259291341,1.0403776189344067,1.0150178029782537
2022-05-20 11:00:00,0.004521450750390343,1.0,0.0,-0.004521450750390343,1.045081635100227,1.010428449971318
2022-05-20 12:00:00,-0.00817882590710639,0.0,0.0,0.00817882590710639,1.0365340943480281,1.0186925683552208
2022-05-20 13:00:00,0.004164455950407486,1.0,1.0,0.004164455950407486,1.040850694925036,1.0229348686831436
2022-05-20 14:00:00,-0.02561549003705743,0.0,0.0,0.02561549003705743,1.0141887943191195,1.0491378466204553
2022-05-20 15:00:00,-0.013387489461252122,0.0,0.0,0.013387489461252122,1.0006113525234523,1.0631831684854876
2022-05-20 16:00:00,-0.009358743343269582,0.0,1.0,-0.009358743343269582,0.9912468876888235,1.0532331100847476
2022-05-20 17:00:00,0.0024816773355598176,1.0,0.0,-0.0024816773355598176,0.993706842623945,1.0506193253463891
2022-05-20 18:00:00,0.0017564344757869943,1.0,0.0,-0.0017564344757869943,0.9954522235811551,1.0487739813424226
2022-05-20 19:00:00,0.010269919009685768,1.0,0.0,-0.010269919009685768,1.0056754372953451,1.0380031574945703
2022-05-20 20:00:00,-0.004996849851170215,0.0,1.0,-0.004996849851170215,1.0006502281361704,1.0328164115715293
2022-05-20 21:00:00,0.0012084468701354378,1.0,0.0,-0.0012084468701354378,1.0018594607724618,1.0315683078115412
2022-05-20 22:00:00,-0.000887461873092521,0.0,1.0,-0.000887461873092521,1.0009703486988293,1.0306528302688678
2022-05-20 23:00:00,0.0013356898579979237,1.0,0.0,-0.0013356898579979237,1.002307334641743,1.0292761977363607
2022-05-21 00:00:00,0.0021128404593802053,1.0,1.0,0.0021128404593802053,1.0044250501311076,1.0314508941308151
2022-05-21 01:00:00,-0.004899169177889018,0.0,0.0,0.004899169177889018,0.9995042018840057,1.0365041465598468
2022-05-21 02:00:00,0.002741687858797137,1.0,0.0,-0.002741687858797137,1.0022445304191279,1.0336623757256307
2022-05-21 03:00:00,0.001283967902875549,1.0,1.0,0.001283967902875549,1.0035313802270187,1.0349895650384724
2022-05-21 04:00:00,-0.0005313228335570575,0.0,0.0,0.0005313228335570575,1.002998181090513,1.0355394786268706
2022-05-21 05:00:00,0.0009706557890847289,1.0,0.0,-0.0009706557890847289,1.00397174708143,1.0345343262371156
2022-05-21 06:00:00,0.0027008469062768103,1.0,1.0,0.0027008469062768103,1.0066833210685242,1.0373284450715703
2022-05-21 07:00:00,0.0030278132696455184,1.0,1.0,0.0030278132696455184,1.0097313701863864,1.0404692819025387
2022-05-21 08:00:00,-0.001957972234843841,0.0,0.0,0.001957972234843841,1.0077543441989105,1.0425064918677116
2022-05-21 09:00:00,-0.0017925424884980279,0.0,1.0,-0.0017925424884980279,1.0059479017189654,1.0406377546865038
2022-05-21 10:00:00,-0.0008160250339183106,0.0,1.0,-0.0008160250339183106,1.0051270230483451,1.039788568227439
2022-05-21 11:00:00,-0.0006334410318680206,0.0,0.0,0.0006334410318680206,1.004490334349707,1.0404472129710216
2022-05-21 12:00:00,-0.0003613282787855443,0.0,0.0,0.0003613282787855443,1.0041273835861395,1.0408231559716516
2022-05-21 13:00:00,0.0018757146155616855,1.0,0.0,-0.0018757146155616855,1.0060108399954177,1.0388708687657806
2022-05-21 14:00:00,0.00247110794502281,1.0,0.0,-0.00247110794502281,1.0084968013749094,1.0363037067081207
2022-05-21 15:00:00,0.004456755902807252,1.0,1.0,0.004456755902807252,1.0129914254473993,1.040922259370093
2022-05-21 16:00:00,0.0012499005009063424,1.0,0.0,-0.0012499005009063424,1.0142575639374798,1.039621210116702
2022-05-21 17:00:00,-0.004892317275607572,0.0,0.0,0.004892317275607572,1.0092954941355128,1.0447073669230438
2022-05-21 18:00:00,0.0013552872873017208,1.0,0.0,-0.0013552872873017208,1.0106633794878455,1.0432914883097024
2022-05-21 19:00:00,0.0003173398892593049,1.0,0.0,-0.0003173398892593049,1.0109841032927707,1.042960410304337
2022-05-21 20:00:00,-0.002486930042620128,0.0,1.0,-0.002486930042620128,1.0084698565536805,1.0403666407266878
2022-05-21 21:00:00,-0.0014231931634620665,0.0,1.0,-0.0014231931634620665,1.0070346091482758,1.0388859980361116
2022-05-21 22:00:00,0.0018032084090799927,1.0,0.0,-0.0018032084090799927,1.0088505024237266,1.0370126700683775
2022-05-21 23:00:00,0.001194106364561076,1.0,1.0,0.001194106364561076,1.0100551772295614,1.0382509734978367
2022-05-22 00:00:00,0.0009287034463756338,1.0,0.0,-0.0009287034463756338,1.010993218953684,1.0372867462405464
2022-05-22 01:00:00,0.0008937645387565585,1.0,1.0,0.0008937645387565585,1.0118968088417082,1.0382138363508584
2022-05-22 02:00:00,-0.0034170654689262836,0.0,1.0,-0.0034170654689262836,1.0084390911980985,1.0346661917013025
2022-05-22 03:00:00,-0.0007374403342974567,0.0,0.0,0.0007374403342974567,1.0076954275375667,1.0354291962835969
2022-05-22 04:00:00,-0.0025454647041177614,0.0,0.0,0.0025454647041177614,1.005130374394269,1.0380648447563499
2022-05-22 05:00:00,0.002509415727116826,1.0,0.0,-0.002509415727116826,1.0076526643635768,1.0354599085091512
2022-05-22 06:00:00,0.0010019588185148365,1.0,0.0,-0.0010019588185148365,1.0086622908366358,1.0344224203226018
2022-05-22 07:00:00,0.0006525517464563979,1.0,1.0,0.0006525517464563979,1.009320495176106,1.035097434479557
2022-05-22 08:00:00,0.004122207918684673,1.0,1.0,0.004122207918684673,1.0134811241138115,1.0393643213205788
2022-05-22 09:00:00,0.01724075558567506,1.0,0.0,-0.01724075558567506,1.0309543044653529,1.0214448950922197
2022-05-22 10:00:00,0.00434615041039077,1.0,0.0,-0.00434615041039077,1.035434986938799,1.017005541942223
2022-05-22 11:00:00,-0.010095515633788521,0.0,1.0,-0.010095515633788521,1.0249817368403868,1.0067383465938957
2022-05-22 12:00:00,0.009448348168997978,1.0,0.0,-0.009448348168997978,1.034666121156919,0.9972263321801952
2022-05-22 13:00:00,-0.004832807482695656,0.0,0.0,0.004832807482695656,1.0296657789845,1.002045735060297
2022-05-22 14:00:00,-0.001911798574844581,0.0,0.0,0.001911798574844581,1.0276972654156713,1.0039614446685143
2022-05-22 15:00:00,-0.004382229895050438,0.0,1.0,-0.004382229895050438,1.023193659736105,0.9995618548122099
2022-05-22 16:00:00,0.00305854790443294,1.0,1.0,0.00305854790443294,1.02632314655992,1.002619062628597
2022-05-22 17:00:00,0.0009485306526131332,1.0,1.0,0.0009485306526131332,1.0272966455239185,1.0035700775423944
2022-05-22 18:00:00,0.0026067703868064562,1.0,0.0,-0.0026067703868064562,1.0299745719979359,1.0009540007831719
2022-05-22 19:00:00,-0.0031522301545151565,0.0,1.0,-0.0031522301545151565,1.0267278550937,0.9977987633986206
2022-05-22 20:00:00,0.0005304168090358719,1.0,0.0,-0.0005304168090358719,1.0272724488063472,0.9972695141624788
2022-05-22 21:00:00,0.0025035450576451623,1.0,0.0,-0.0025035450576451623,1.0298442716684113,0.9947728049991571
2022-05-22 22:00:00,0.008622462086152805,1.0,0.0,-0.008622462086152805,1.0387240648555138,0.986195414203716
2022-05-22 23:00:00,0.0022395131791601575,1.0,0.0,-0.0022395131791601575,1.0410503010882686,0.9839868165763795
2022-05-23 00:00:00,-0.001843119005211502,0.0,1.0,-0.001843119005211502,1.0391315214929515,0.9821732117738701
2022-05-23 01:00:00,-0.003074527144304451,0.0,0.0,0.003074527144304451,1.035936683423619,0.9851929299738775
2022-05-23 02:00:00,-0.00248836468392033,0.0,1.0,-0.00248836468392033,1.0333588951658101,0.9827414106800826
2022-05-23 03:00:00,0.0009613368244412168,1.0,0.0,-0.0009613368244412168,1.034352301124597,0.9817966651730925
2022-05-23 04:00:00,-0.000921727430216901,0.0,1.0,-0.000921727430216901,1.0333989102361425,0.980891716255907
2022-05-23 05:00:00,0.004888157549097993,1.0,1.0,0.004888157549097993,1.038450326920443,0.985686469503571
2022-05-23 06:00:00,0.007382350029051743,1.0,1.0,0.007382350029051743,1.046116530721553,0.9929631520403466
2022-05-23 07:00:00,-0.0002678215198947953,0.0,0.0,0.0002678215198947953,1.045836358202308,0.9932290889409255
2022-05-23 08:00:00,-0.0045675802104807595,0.0,0.0,0.0045675802104807595,1.0410594167491818,0.997765742472046
2022-05-23 09:00:00,0.003424422931812776,1.0,0.0,-0.003424422931812776,1.0446244444892774,0.9943489705829475
2022-05-23 10:00:00,-0.0001521961806201233,0.0,0.0,0.0001521961806201233,1.0444654566386438,0.9945003066984738
2022-05-23 11:00:00,-0.0014383829941468917,0.0,0.0,0.0014383829941468917,1.042963115287841,0.9959307790273028
2022-05-23 12:00:00,-0.0008191326140098987,0.0,1.0,-0.0008191326140098987,1.0421087901848993,0.9951149796449053
2022-05-23 13:00:00,4.656662474822326e-05,1.0,1.0,4.656662474822326e-05,1.0421573176738788,0.9951613187907438
2022-05-23 14:00:00,-0.005037065050031098,0.0,1.0,-0.005037065050031098,1.0369079034723896,0.9901486264927201
2022-05-23 15:00:00,0.005388033708032314,1.0,1.0,0.005388033708032314,1.0424947982084238,0.9954835806682247
2022-05-23 16:00:00,-0.004406117643276808,0.0,1.0,-0.004406117643276808,1.0379014434850133,0.9910973628998501
2022-05-23 17:00:00,-0.0053642771367746755,0.0,1.0,-0.0053642771367746755,1.0323338525015013,0.9857808419757287
2022-05-23 18:00:00,-0.0052473155700185625,0.0,1.0,-0.0052473155700185625,1.026916871003813,0.9806081388150034
2022-05-23 19:00:00,-0.023888643546012278,0.0,0.0,0.023888643546012278,1.0023852199210166,1.0040335371014737
2022-05-23 20:00:00,0.003935950368322505,1.0,0.0,-0.003935950368322505,1.0063305583965658,1.000081710931311
2022-05-23 21:00:00,0.0015609611060525275,1.0,1.0,0.0015609611060525275,1.007901401258055,1.0016427995849493
2022-05-23 22:00:00,-0.0063490277452752375,0.0,0.0,0.0063490277452752375,1.0015022072969657,1.008002257510369
2022-05-23 23:00:00,-0.0028147228133494906,0.0,1.0,-0.0028147228133494906,0.998683256186467,1.0051650105602468
2022-05-24 00:00:00,0.0016948624720414251,1.0,1.0,0.0016948624720414251,1.0003758869588335,1.0068686270148544
2022-05-24 01:00:00,0.002079599801326548,1.0,0.0,-0.002079599801326548,1.002456268454605,1.0047747432181524
2022-05-24 02:00:00,0.001795798014512462,1.0,0.0,-0.001795798014512462,1.0042564774311313,1.002970370729249
2022-05-24 03:00:00,0.0007040033617027319,1.0,1.0,0.0007040033617027319,1.0049634773672547,1.0036764652419305
2022-05-24 04:00:00,0.0024846881277540422,1.0,0.0,-0.0024846881277540422,1.0074604981882955,1.0011826422446377
2022-05-24 05:00:00,-0.0004959853792425584,0.0,1.0,-0.0004959853792425584,1.0069608125110296,1.000686070292133
2022-05-24 06:00:00,-0.0007879796821322893,0.0,1.0,-0.0007879796821322893,1.0061673478500675,0.9998975500005499
2022-05-24 07:00:00,0.0020814858475484144,1.0,1.0,0.0020814858475484144,1.0082616709448826,1.0019788225998745
2022-05-24 08:00:00,-0.006414699336645624,0.0,0.0,0.006414699336645624,1.0017939754731073,1.008406215488539
2022-05-24 09:00:00,0.0028868984535408426,1.0,1.0,0.0028868984535408426,1.0046860529516672,1.0113173818325738
2022-05-24 10:00:00,0.00197901275123602,1.0,0.0,-0.00197901275123602,1.0066743394614477,1.0093159718383806
2022-05-24 11:00:00,-0.0030635285168956194,0.0,0.0,0.0030635285168956194,1.0035903639152806,1.0124080401006657
2022-05-24 12:00:00,0.00033413600330467474,1.0,0.0,-0.00033413600330467474,1.0039256995884343,1.012069758124433
2022-05-24 13:00:00,-0.007763747076702354,0.0,0.0,0.007763747076702354,0.9961314743730282,1.0199272117504905
2022-05-24 14:00:00,-0.002521319451261994,0.0,1.0,-0.002521319451261994,0.9936199087106772,1.0173556494326326
2022-05-24 15:00:00,0.014736587329683859,1.0,1.0,0.014736587329683859,1.0082624752679046,1.0323479998058438
2022-05-24 16:00:00,-0.0016852083908087678,0.0,0.0,0.0016852083908087678,1.0065633428844454,1.0340877213173512
2022-05-24 17:00:00,0.0005365811430817491,1.0,0.0,-0.0005365811430817491,1.0071034457935546,1.0335328493457998
2022-05-24 18:00:00,-0.006120719386519813,0.0,1.0,-0.006120719386519813,1.000939248208655,1.0272068847982039
2022-05-24 19:00:00,0.006954213751303229,1.0,0.0,-0.006954213751303229,1.0078999936927668,1.020063468554507
2022-05-24 20:00:00,0.002857571887185273,1.0,0.0,-0.002857571887185273,1.0107801403798375,1.0171485638636208
2022-05-24 21:00:00,0.004514724328809061,1.0,1.0,0.004514724328809061,1.0153435340706873,1.0217407092309092
2022-05-24 22:00:00,-6.964480160964737e-05,0.0,1.0,-6.964480160964737e-05,1.0152728206716914,1.0216695503019184
2022-05-24 23:00:00,0.002319168376549108,1.0,1.0,0.002319168376549108,1.017627409290963,1.0240389740142617
2022-05-25 00:00:00,-0.001290971125784135,0.0,1.0,-0.001290971125784135,1.016313681688762,1.0227169692671316
2022-05-25 01:00:00,0.0036974117326460387,1.0,1.0,0.0036974117326460387,1.0200714118194867,1.0264983749884762
2022-05-25 02:00:00,0.012937917969000567,1.0,0.0,-0.012937917969000567,1.0332690120681298,1.013217623217563
2022-05-25 03:00:00,0.0010251216095349402,1.0,1.0,0.0010251216095349402,1.0343282384608636,1.014256294498285
2022-05-25 04:00:00,-0.002109446662305503,0.0,1.0,-0.002109446662305503,1.032146378210514,1.0121167749431332
2022-05-25 05:00:00,-0.0064882206831451406,0.0,0.0,0.0064882206831451406,1.0254495847313752,1.0186836119360774
2022-05-25 06:00:00,-0.0033698778180714095,0.0,1.0,-0.0033698778180714095,1.0219939449222384,1.015250772628581
2022-05-25 07:00:00,-0.0023982924430636654,0.0,0.0,0.0023982924430636654,1.0195429045672746,1.0176856408843908
2022-05-25 08:00:00,0.00410382075488136,1.0,0.0,-0.00410382075488136,1.0237269258995298,1.0135092414293847
2022-05-25 09:00:00,-0.001116322069065312,0.0,1.0,-0.001116322069065312,1.0225841169394518,1.0123778386959754
2022-05-25 10:00:00,-0.0026929823181475188,0.0,1.0,-0.0026929823181475188,1.0198303159937154,1.0096515230770828
2022-05-25 11:00:00,-0.01033727050551636,0.0,1.0,-0.01033727050551636,1.0092880541475622,0.9992144821667285
2022-05-25 12:00:00,0.00426107111120233,1.0,0.0,-0.00426107111120233,1.013588702317972,0.9949567582028729
2022-05-25 13:00:00,0.00463453720822371,1.0,0.0,-0.00463453720822371,1.0182862168726998,0.990345594086408
2022-05-25 14:00:00,0.002447440455949801,1.0,1.0,0.002447440455949801,1.0207784117556102,0.9927694059587467
2022-05-25 15:00:00,-0.003900224434612576,0.0,0.0,0.003900224434612576,1.016797146851756,0.9966414294538027
2022-05-25 16:00:00,-0.003320109410808847,0.0,0.0,0.003320109410808847,1.01342126907561,0.9999503880429343
2022-05-25 17:00:00,0.0053855865122500735,1.0,1.0,0.0053855865122500735,1.0188791369935708,1.0053357073656977
2022-05-25 18:00:00,0.005998995858442324,1.0,1.0,0.005998995858442324,1.0249913887166484,1.0113667121105288
2022-05-25 19:00:00,-0.007335422193028074,0.0,0.0,0.007335422193028074,1.0174726441361936,1.018785513935834
2022-05-25 20:00:00,0.003734306715520219,1.0,0.0,-0.003734306715520219,1.0212721990640496,1.0149810563494686
2022-05-25 21:00:00,0.0017005598373458497,1.0,1.0,0.0017005598373458497,1.0230089335487758,1.0167070923695634
2022-05-25 22:00:00,-0.001713987170517739,0.0,0.0,0.001713987170517739,1.021255509361348,1.0184497152820593
2022-05-25 23:00:00,-0.006583796355304261,0.0,1.0,-0.006583796355304261,1.0145317710609805,1.0117444497585246
2022-05-26 00:00:00,0.006410664669509902,1.0,1.0,0.006410664669509902,1.0210355940418163,1.0182304041571644
2022-05-26 01:00:00,-0.0029774406811114984,0.0,0.0,0.0029774406811114984,1.0179955211272533,1.0212621247852467
2022-05-26 02:00:00,0.005321947573789343,1.0,0.0,-0.005321947573789343,1.023413239921045,1.015827021298043
2022-05-26 03:00:00,-0.0007745261708764772,0.0,1.0,-0.0007745261708764772,1.0226205795831047,1.015040236684964
2022-05-26 04:00:00,-0.0017901450783071038,0.0,0.0,0.0017901450783071038,1.0207899403855885,1.0168573059689492
2022-05-26 05:00:00,-0.0011327976029761322,0.0,1.0,-0.0011327976029761322,1.0196335919879775,1.0157054124501788
2022-05-26 06:00:00,-0.0024593914135272454,0.0,1.0,-0.0024593914135272454,1.0171259138868984,1.0132073952801257
