0,btc
1,eth
2,usdt
3,usdc
4,bnb
5,xrp
6,busd
7,ada
8,sol
9,doge
10,dot
11,shib
12,dai
13,steth
14,matic
15,trx
16,avax
17,wbtc
18,Uni
19,leo
20,atom
21,etc
22,okb
23,ltc
24,link
25,ftt
26,xlm
27,cro
28,near
29,algo
30,xmr
31,bch
32,flow
33,ape
34,xcn
35,vet
36,fil
37,icp
38,qnt
39,chz
40,hbar
41,frax
42,xtz
43,sand
44,mana
45,eos
46,axs
47,egld
48,theta
49,ldo
