,ETH-close_x,ETH-close_y,signal,real,strat
2022-05-02 09:00:00+00:00,False,-0.005478283116742,1,0.994521716883258,0.994521716883258
2022-05-02 10:00:00+00:00,False,-0.004760327042965,1,0.9897874682595625,0.9897874682595625
2022-05-02 11:00:00+00:00,False,-0.0050179298724412,1,0.9848207841552149,0.9848207841552149
2022-05-02 12:00:00+00:00,True,0.0015444720570707,1,0.9863418123375651,0.9863418123375651
2022-05-02 13:00:00+00:00,True,0.0120939143923923,0,0.9982705457776128,0.9863418123375651
2022-05-02 14:00:00+00:00,False,-0.0013977186170188,1,0.9968752444509579,0.9849631840237169
2022-05-02 15:00:00+00:00,False,-0.0020219925245926,0,0.9948595701587266,0.9849631840237169
2022-05-02 16:00:00+00:00,False,-0.0030370146431507,1,0.991838167076276,0.9819718364108725
2022-05-02 17:00:00+00:00,False,-0.0063987207590764,0,0.9854916716069607,0.9819718364108725
2022-05-02 18:00:00+00:00,True,0.001761638919733,0,0.9872277520907363,0.9819718364108725
2022-05-02 19:00:00+00:00,True,0.0148823092030079,0,1.0019199807511412,0.9819718364108725
2022-05-02 20:00:00+00:00,False,-0.004468192195308,1,0.9974432097128257,0.9775841975154091
2022-05-02 21:00:00+00:00,True,0.0124956883602895,1,1.0099069492184842,0.9897997849935055
2022-05-02 22:00:00+00:00,False,-0.0010698261146983,1,1.008826524390795,0.9887408713351967
2022-05-02 23:00:00+00:00,False,-0.001562740312908,1,1.0072499905123986,0.9871957261165414
2022-05-03 00:00:00+00:00,False,-0.006046471850526,0,1.0011596817983228,0.9871957261165414
2022-05-03 01:00:00+00:00,True,0.0010734143007011,0,1.0022343409180505,0.9871957261165414
2022-05-03 02:00:00+00:00,False,-0.0009017384180664,1,1.0013305877089393,0.9863055338041511
2022-05-03 03:00:00+00:00,True,0.0022168478546249,1,1.0035503852740721,0.9884920231107696
2022-05-03 04:00:00+00:00,True,0.001542229828517,0,1.0050980906126616,0.9884920231107696
2022-05-03 05:00:00+00:00,False,-0.0025404825187285,0,1.0025446564838527,0.9884920231107696
2022-05-03 06:00:00+00:00,False,-0.0012932189951261,1,1.0012481466906256,0.987213686449952
2022-05-03 07:00:00+00:00,True,0.0010663576661764,1,1.002315835327594,0.9882664093326522
2022-05-03 08:00:00+00:00,True,0.0011454117420801,0,1.0034638996546512,0.9882664093326522
2022-05-03 09:00:00+00:00,False,-0.0038470308895338,1,0.9996035430361477,0.9844645179288609
2022-05-03 10:00:00+00:00,False,-0.0015911917383031,0,0.99801298213689,0.9844645179288609
2022-05-03 11:00:00+00:00,True,0.0051032396310912,0,1.0031060815396746,0.9844645179288609
2022-05-03 12:00:00+00:00,False,-0.0020092612522619,0,1.0010905793581286,0.9844645179288609
2022-05-03 13:00:00+00:00,False,-0.0032832171505072,0,0.9978037815987688,0.9844645179288609
2022-05-03 14:00:00+00:00,False,-0.0023429250150152,0,0.9954660021587843,0.9844645179288609
