,ETH-close_x,ETH-close_y,signal,real,strat
2022-05-02 09:00:00+00:00,False,-0.005478283116742,1,0.994521716883258,0.994521716883258
2022-05-02 10:00:00+00:00,False,-0.004760327042965,0,0.9897874682595625,0.994521716883258
2022-05-02 11:00:00+00:00,False,-0.0050179298724412,1,0.9848207841552149,0.9895312766513179
2022-05-02 12:00:00+00:00,True,0.0015444720570707,0,0.9863418123375651,0.9895312766513179
2022-05-02 13:00:00+00:00,True,0.0120939143923923,1,0.9982705457776128,1.0014985831997336
2022-05-02 14:00:00+00:00,False,-0.0013977186170188,0,0.9968752444509579,1.0014985831997336
2022-05-02 15:00:00+00:00,False,-0.0020219925245926,0,0.9948595701587266,1.0014985831997336
2022-05-02 16:00:00+00:00,False,-0.0030370146431507,1,0.991838167076276,0.9984570173374614
2022-05-02 17:00:00+00:00,False,-0.0063987207590764,1,0.9854916716069607,0.9920681696935786
2022-05-02 18:00:00+00:00,True,0.001761638919733,1,0.9872277520907363,0.9938158355923391
2022-05-02 19:00:00+00:00,True,0.0148823092030079,0,1.0019199807511412,0.9938158355923391
2022-05-02 20:00:00+00:00,False,-0.004468192195308,0,0.9974432097128257,0.9938158355923391
2022-05-02 21:00:00+00:00,True,0.0124956883602895,0,1.0099069492184842,0.9938158355923391
2022-05-02 22:00:00+00:00,False,-0.0010698261146983,1,1.008826524390795,0.9927526254582217
2022-05-02 23:00:00+00:00,False,-0.001562740312908,1,1.0072499905123986,0.9912012109096728
2022-05-03 00:00:00+00:00,False,-0.006046471850526,0,1.0011596817983228,0.9912012109096728
2022-05-03 01:00:00+00:00,True,0.0010734143007011,0,1.0022343409180505,0.9912012109096728
2022-05-03 02:00:00+00:00,False,-0.0009017384180664,0,1.0013305877089393,0.9912012109096728
2022-05-03 03:00:00+00:00,True,0.0022168478546249,1,1.0035503852740721,0.9933985531875796
2022-05-03 04:00:00+00:00,True,0.001542229828517,0,1.0050980906126616,0.9933985531875796
2022-05-03 05:00:00+00:00,False,-0.0025404825187285,1,1.0025446564838527,0.9908748415290763
2022-05-03 06:00:00+00:00,False,-0.0012932189951261,1,1.0012481466906256,0.9895934233622183
2022-05-03 07:00:00+00:00,True,0.0010663576661764,0,1.002315835327594,0.9895934233622183
2022-05-03 08:00:00+00:00,True,0.0011454117420801,1,1.0034638996546512,0.9907269152892227
2022-05-03 09:00:00+00:00,False,-0.0038470308895338,0,0.9996035430361477,0.9907269152892227
2022-05-03 10:00:00+00:00,False,-0.0015911917383031,1,0.99801298213689,0.9891504788066999
2022-05-03 11:00:00+00:00,True,0.0051032396310912,1,1.0031060815396746,0.9941983507312592
2022-05-03 12:00:00+00:00,False,-0.0020092612522619,1,1.0010905793581286,0.9922007465080722
2022-05-03 13:00:00+00:00,False,-0.0032832171505072,1,0.9978037815987688,0.9889431360003909
2022-05-03 14:00:00+00:00,False,-0.0023429250150152,0,0.9954660021587843,0.9889431360003909
2022-05-03 15:00:00+00:00,False,-0.000465691575763,1,0.9950024220276205,0.9884825935130468
2022-05-03 16:00:00+00:00,False,-0.0055867511419602,0,0.9894435911101045,0.9884825935130468
2022-05-03 17:00:00+00:00,True,0.0007798911074758,0,0.9902152493681603,0.9884825935130468
2022-05-03 18:00:00+00:00,False,-0.0093175069954737,0,0.9809889118551477,0.9884825935130468
2022-05-03 19:00:00+00:00,False,-0.0025706363570651,1,0.9784671460924551,0.9859415642198361
2022-05-03 20:00:00+00:00,False,-0.0027737399351005,0,0.9757531326941546,0.9859415642198361
2022-05-03 21:00:00+00:00,True,0.0069250626396217,1,0.9825102842588689,0.9927692713110652
2022-05-03 22:00:00+00:00,True,2.3123025619797843e-05,0,0.9825330028693435,0.9927692713110652
2022-05-03 23:00:00+00:00,False,-0.0014183546158053,1,0.9811394226495428,0.9913611724326714
2022-05-04 00:00:00+00:00,True,0.0037145891143093,0,0.9847839524685366,0.9913611724326714
2022-05-04 01:00:00+00:00,False,-0.0018377064863785,0,0.9829742086114037,0.9913611724326714
2022-05-04 02:00:00+00:00,True,0.0024403414219307,1,0.9853730012893677,0.9937804321658527
2022-05-04 03:00:00+00:00,True,0.0007410184589138,0,0.9861031808722384,0.9937804321658527
2022-05-04 04:00:00+00:00,False,-0.0006526780570142,0,0.9854595729641311,0.9937804321658527
2022-05-04 05:00:00+00:00,True,6.287406246685556e-05,0,0.9855215328108802,0.9937804321658527
2022-05-04 06:00:00+00:00,True,0.0062867489979858,0,0.9917172593197725,0.9937804321658527
2022-05-04 07:00:00+00:00,True,0.0045753363796816,1,0.9962546993746965,0.9983273119305568
2022-05-04 08:00:00+00:00,True,0.0058973437378395,0,1.002129955787347,0.9983273119305568
2022-05-04 09:00:00+00:00,False,-0.0040244976891726,1,0.9980968860960303,0.9943095459706544
2022-05-04 10:00:00+00:00,True,0.0103427963754041,1,1.0084199989518465,1.0045934871387494
2022-05-04 11:00:00+00:00,True,0.0034019518063796,0,1.01185059518887,1.0045934871387494
2022-05-04 12:00:00+00:00,False,-0.0036928466054744,0,1.0081139861531796,1.0045934871387494
2022-05-04 13:00:00+00:00,False,-0.0051552248338564,0,1.0029169318964046,1.0045934871387494
2022-05-04 14:00:00+00:00,False,-0.0021102895277075,1,1.000800486797863,1.0024735040232373
2022-05-04 15:00:00+00:00,True,0.0019908457039978,0,1.0027929261475637,1.0024735040232373
2022-05-04 16:00:00+00:00,True,0.0037160757800387,0,1.0065193806528148,1.0024735040232373
2022-05-04 17:00:00+00:00,False,-0.0008493366256883,1,1.0056645068783612,1.0016220665599882
2022-05-04 18:00:00+00:00,True,0.0270041218515464,0,1.0328215937638798,1.0016220665599882
2022-05-04 19:00:00+00:00,True,0.0071621577709399,0,1.0402188249676505,1.0016220665599882
2022-05-04 20:00:00+00:00,False,-0.0017144574578527,1,1.038435414045386,0.9999048281380246
2022-05-04 21:00:00+00:00,False,-0.0028899322246129,1,1.035434406079157,0.9970151709536426
2022-05-04 22:00:00+00:00,False,-0.0033725359435753,0,1.0319423663274403,0.9970151709536426
2022-05-04 23:00:00+00:00,True,0.0042056060348178,1,1.0362823093708513,1.0012082239734101
2022-05-05 00:00:00+00:00,True,0.0009564820593179,1,1.0372734948081532,1.0021658616772824
2022-05-05 01:00:00+00:00,False,-0.0005551885363688,1,1.0366976124547564,1.001609470679339
2022-05-05 02:00:00+00:00,True,0.001994459806202,0,1.038765264173983,1.001609470679339
2022-05-05 03:00:00+00:00,False,-0.0020045733134352,1,1.0366829830464965,0.9996016710639313
2022-05-05 04:00:00+00:00,True,0.0013234328634867,0,1.0380549633752778,0.9996016710639313
2022-05-05 05:00:00+00:00,False,-0.0043973775566948,1,1.0334902437767157,0.9952060451099601
2022-05-05 06:00:00+00:00,False,-0.0004759525712763,1,1.0329983514378012,0.9947323742338403
2022-05-05 07:00:00+00:00,True,0.0013488967404216,1,1.0343917595469165,0.9960741654910362
2022-05-05 08:00:00+00:00,False,-0.0037736034281313,1,1.0304883752570595,0.9923153766054662
2022-05-05 09:00:00+00:00,False,-0.0002307361418227,1,1.0302506043451596,0.992086413583997
2022-05-05 10:00:00+00:00,True,0.0017845875451909,1,1.0320891767420994,0.9938568786414321
2022-05-05 11:00:00+00:00,False,-0.0014858272343126,0,1.0305556705350567,0.9938568786414321
2022-05-05 12:00:00+00:00,True,0.0018460191095168,0,1.0324580959962855,0.9938568786414321
2022-05-05 13:00:00+00:00,False,-0.0102758000221043,1,1.021848763070625,0.98364420410592
2022-05-05 14:00:00+00:00,False,-0.0227711546622328,1,0.9985800868453325,0.9612454898016153
2022-05-05 15:00:00+00:00,False,-0.0306012730688027,0,0.9680222649267098,0.9612454898016153
2022-05-05 16:00:00+00:00,True,0.0040388186011102,0,0.9719319312565847,0.9612454898016153
2022-05-05 17:00:00+00:00,False,-0.0034055333918999,0,0.9686219846100367,0.9612454898016153
2022-05-05 18:00:00+00:00,False,-0.0073475877287475,0,0.9615049496021209,0.9612454898016153
2022-05-05 19:00:00+00:00,False,-0.0001172458852064,1,0.9613922171031744,0.9611327877232628
2022-05-05 20:00:00+00:00,True,0.0089487002530481,1,0.9699954278796441,0.9697336769439748
