,BTC-close_x,BTC-close_y,signal,real,strat
2022-05-02 09:00:00+00:00,False,-0.001440812487671,0,0.998559187512329,1.0
2022-05-02 10:00:00+00:00,False,-0.0029065033515415,0,0.9956568718871118,1.0
2022-05-02 11:00:00+00:00,False,-0.0046915412742547,0,0.990985706577658,1.0
2022-05-02 12:00:00+00:00,False,-0.0004978492749158,1,0.9904923450621864,0.9995021507250842
2022-05-02 13:00:00+00:00,True,0.0112814160239671,1,1.0016665012753878,1.0107779503042638
2022-05-02 14:00:00+00:00,False,-0.0030834932686772,0,0.9985778693612457,1.0107779503042638
2022-05-02 15:00:00+00:00,False,-0.0040430378949809,1,0.9945405811943289,1.0066913367477726
2022-05-02 16:00:00+00:00,False,-0.0022474626667607,0,0.9923053883675161,1.0066913367477726
2022-05-02 17:00:00+00:00,False,-0.0061657485607433,1,0.9861870828473713,1.0004843310871072
2022-05-02 18:00:00+00:00,False,-0.0028403049539122,0,0.9833860107904757,1.0004843310871072
2022-05-02 19:00:00+00:00,True,0.0079053999396982,0,0.9911600705008788,1.0004843310871072
2022-05-02 20:00:00+00:00,False,-0.0050105510886713,0,0.9861938123305831,1.0004843310871072
2022-05-02 21:00:00+00:00,True,0.0084997745635357,0,0.994576237411347,1.0004843310871072
2022-05-02 22:00:00+00:00,False,-0.001713055740812,0,0.9928724728781743,1.0004843310871072
2022-05-02 23:00:00+00:00,False,-0.0022437526712846,0,0.9906447126149089,1.0004843310871072
2022-05-03 00:00:00+00:00,False,-0.0024629310725035,0,0.9882048229703984,1.0004843310871072
2022-05-03 01:00:00+00:00,True,0.0015875995667338,0,0.9897736965191904,1.0004843310871072
2022-05-03 02:00:00+00:00,False,-0.0018323844652521,1,0.9879600505735735,0.998651059141095
2022-05-03 03:00:00+00:00,True,0.0020825886439597,0,0.9900175649555839,0.998651059141095
2022-05-03 04:00:00+00:00,True,0.0008551455994698,0,0.9908641741196536,0.998651059141095
2022-05-03 05:00:00+00:00,False,-0.0001120095527422,1,0.9907531878666822,0.9985392006826151
2022-05-03 06:00:00+00:00,False,-0.0011057240251922,0,0.9896576882638223,0.9985392006826151
2022-05-03 07:00:00+00:00,True,0.0015324942572061,1,0.9911743329876865,1.0000694562732564
