,ETH-close,hold,signal,strategy
2022-05-08 00:00:00+00:00,-0.0065256227133033,0.9621316278168638,1,0.9849485686554347
2022-05-08 01:00:00+00:00,-0.0059368812545473,0.9564195665912708,1,0.9791010459614911
2022-05-08 02:00:00+00:00,-0.0209152298423621,0.9364158315302821,1,0.9586229225463094
2022-05-08 03:00:00+00:00,-0.0025613323830463,0.9340173593369863,1,0.956167570611661
2022-05-08 04:00:00+00:00,-0.0004443351444621,0.9336023425986952,1,0.9557427117560433
2022-05-08 05:00:00+00:00,-0.0011817712221133,0.9324990382173146,1,0.9546132425235455
2022-05-08 06:00:00+00:00,0.0087052274534156,0.9406166544450877,1,0.9629233679297556
2022-05-08 07:00:00+00:00,-0.001431169606323,0.9392704724780447,0,0.9629233679297556
2022-05-08 08:00:00+00:00,0.0024011101519185,0.9415257643449091,0,0.9629233679297556
2022-05-08 09:00:00+00:00,-0.004226515320249,0.9375463912774962,0,0.9629233679297556
2022-05-08 10:00:00+00:00,0.0059019769585932,0.9430797684764283,0,0.9629233679297556
2022-05-08 11:00:00+00:00,0.0003772260424386,0.9434355227251946,0,0.9629233679297556
2022-05-08 12:00:00+00:00,-0.0046596647679433,0.9390394294591258,0,0.9629233679297556
2022-05-08 13:00:00+00:00,-0.0092421805324834,0.9303606575249443,0,0.9629233679297556
2022-05-08 14:00:00+00:00,-0.0030438393427943,0.927528789152582,0,0.9629233679297556
2022-05-08 15:00:00+00:00,0.0015066541394082,0.928926254242179,0,0.9629233679297556
2022-05-08 16:00:00+00:00,-0.0017762717923619,0.9272762287395842,0,0.9629233679297556
2022-05-08 17:00:00+00:00,-0.0012632192046446,0.9261048755994299,0,0.9629233679297556
2022-05-08 18:00:00+00:00,0.0158580841503577,0.9407911246487423,0,0.9629233679297556
2022-05-08 19:00:00+00:00,-1.0959306190105876e-05,0.9407808142307463,0,0.9629233679297556
2022-05-08 20:00:00+00:00,-0.0070040263979225,0.9341915605732152,0,0.9629233679297556
2022-05-08 21:00:00+00:00,0.004200578612453,0.9381157056624931,1,0.9669682032345126
2022-05-08 22:00:00+00:00,-0.005664726338851,0.9328015369157371,1,0.9614905929848186
2022-05-08 23:00:00+00:00,-0.0097126645637442,0.9237415484831295,1,0.9521519573739616
2022-05-09 00:00:00+00:00,0.0040786365553684,0.9275091545304854,1,0.9560354391535727
2022-05-09 01:00:00+00:00,-0.0064299254699343,0.9215453397941726,1,0.9498882025331994
2022-05-09 02:00:00+00:00,-0.0294433090870812,0.8944119955168536,0,0.9498882025331994
2022-05-09 03:00:00+00:00,0.0108790411608266,0.9041423404308185,1,0.9602220753867416
2022-05-09 04:00:00+00:00,0.0004508858215694,0.9045500053927994,1,0.9606550259060915
2022-05-09 05:00:00+00:00,-0.0074087583282618,0.8978484130070162,1,0.9535377649823232
2022-05-09 06:00:00+00:00,0.0031493674303941,0.9006760675563716,1,0.9565408057630094
2022-05-09 07:00:00+00:00,-0.0008688094712177,0.8998935516583796,1,0.9557097540513563
2022-05-09 08:00:00+00:00,0.002625034085691,0.9022558029049764,1,0.9582185247317685
2022-05-09 09:00:00+00:00,-0.0048690566580325,0.8978626682805935,1,0.9535529044440731
2022-05-09 10:00:00+00:00,-0.027248450779271,0.8733973015574048,1,0.927570065061898
2022-05-09 11:00:00+00:00,0.0105368997307442,0.8826002013490177,0,0.927570065061898
2022-05-09 12:00:00+00:00,-0.0007010135898711,0.8819814866134491,1,0.926919825840732
2022-05-09 13:00:00+00:00,0.0045042315990295,0.8859541354952125,1,0.9310948874100508
2022-05-09 14:00:00+00:00,-0.0095077519858373,0.8775307033040971,1,0.9222422681452749
2022-05-09 15:00:00+00:00,-0.0032365891607825,0.8746904969415292,0,0.9222422681452749
2022-05-09 16:00:00+00:00,-0.020772145081833,0.8565212990373592,0,0.9222422681452749
2022-05-09 17:00:00+00:00,-0.0064217712595432,0.8510209151760144,0,0.9222422681452749
2022-05-09 18:00:00+00:00,-0.0086624767214045,0.8436489663088739,0,0.9222422681452749
2022-05-09 19:00:00+00:00,-0.0133795770055762,0.8323612999984695,0,0.9222422681452749
2022-05-09 20:00:00+00:00,0.0150320488101849,0.8448733956877555,0,0.9222422681452749
2022-05-09 21:00:00+00:00,-0.0053622207665267,0.8403429980203128,1,0.9172970015032575
2022-05-09 22:00:00+00:00,0.0035267294641303,0.8433066604314067,0,0.9172970015032575
2022-05-09 23:00:00+00:00,-0.0203641360035874,0.8261334489056503,0,0.9172970015032575
2022-05-10 00:00:00+00:00,0.0104772912257855,0.8347890896411975,0,0.9172970015032575
2022-05-10 01:00:00+00:00,0.0203308050451491,0.8517610238765102,1,0.9359463880093202
2022-05-10 02:00:00+00:00,0.0035042941602956,0.8547458450584481,1,0.939226219471171
2022-05-10 03:00:00+00:00,-0.0086360544916965,0.8473642133639722,0,0.939226219471171
2022-05-10 04:00:00+00:00,0.0150107344987246,0.8600837725944994,1,0.9533246948858937
2022-05-10 05:00:00+00:00,0.0251143156581961,0.8816841879519298,0,0.9533246948858937
2022-05-10 06:00:00+00:00,0.0019947936262596,0.8834429659504303,1,0.955226380911008
2022-05-10 07:00:00+00:00,-0.008564991261673,0.8758762846668784,1,0.9470448753055857
2022-05-10 08:00:00+00:00,0.0011852411426793,0.8769144092753627,0,0.9470448753055857
2022-05-10 09:00:00+00:00,-0.0048867696108506,0.8726291305887989,1,0.9424168851888306
2022-05-10 10:00:00+00:00,-0.0009225219256923,0.8718241110828329,0,0.9424168851888306
2022-05-10 11:00:00+00:00,0.0111521625137813,0.8815468352530615,0,0.9424168851888306
2022-05-10 12:00:00+00:00,0.018368039763366,0.8977391225762593,0,0.9424168851888306
2022-05-10 13:00:00+00:00,-0.01037443375841,0.8884255875167588,0,0.9424168851888306
2022-05-10 14:00:00+00:00,-0.0236069337748852,0.8674525835083372,0,0.9424168851888306
2022-05-10 15:00:00+00:00,-0.0020905673419625,0.8656391154665537,1,0.9404466992261409
2022-05-10 16:00:00+00:00,-0.0039864789075494,0.8621882633911965,1,0.9366976282960013
2022-05-10 17:00:00+00:00,0.0216464220845373,0.8808515544568966,1,0.9569737805236816
2022-05-10 18:00:00+00:00,-0.0079494642798799,0.8738492564888648,1,0.949366351638627
2022-05-10 19:00:00+00:00,-0.0101000224588582,0.8650233593726707,1,0.9397777301653926
2022-05-10 20:00:00+00:00,-0.0113237929000528,0.8552280139974267,1,0.929135881776918
2022-05-10 21:00:00+00:00,-0.0260868680976881,0.832917793602828,1,0.9048976365841743
2022-05-10 22:00:00+00:00,0.0226749324635682,0.8518041483204765,1,0.9254161293801629
2022-05-10 23:00:00+00:00,0.0101722745130028,0.860468933948507,1,0.9348297162869785
2022-05-11 00:00:00+00:00,0.0067730349769261,0.8662969201346986,1,0.9411613506528602
2022-05-11 01:00:00+00:00,-0.0065544290209732,0.860618838460588,1,0.9349925753827227
2022-05-11 02:00:00+00:00,0.0126113354714409,0.8714723913454563,1,0.9467840804141808
2022-05-11 03:00:00+00:00,-0.0047552519495484,0.8673283205575332,1,0.9422818835699899
2022-05-11 04:00:00+00:00,-0.0031913448635091,0.8645603767767459,1,0.939274737120881
2022-05-11 05:00:00+00:00,0.0102209817273586,0.8733970325899794,1,0.9488750470459631
2022-05-11 06:00:00+00:00,-0.0323760810136499,0.8451198595057648,1,0.9181541916509722
2022-05-11 07:00:00+00:00,-0.0045320153146473,0.8412897633597721,0,0.9181541916509722
2022-05-11 08:00:00+00:00,0.0316743663112575,0.8679370834983408,0,0.9181541916509722
2022-05-11 09:00:00+00:00,0.0265204165619916,0.890955136502317,1,0.9425040232816947
2022-05-11 10:00:00+00:00,0.0045200475853801,0.8949822961157463,1,0.9467641863163402
2022-05-11 11:00:00+00:00,-0.0146861123109978,0.8818384855986358,1,0.9328599011440679
2022-05-11 12:00:00+00:00,-0.0959819215904803,0.7971979332184397,1,0.8433222152575548
2022-05-11 13:00:00+00:00,0.0705096628788901,0.8534080907374199,1,0.9027845803536438
2022-05-11 14:00:00+00:00,0.0090255880126677,0.8611106005710931,1,0.910932742040105
2022-05-11 15:00:00+00:00,-0.0346319539530269,0.8312886579036517,1,0.8793853612634676
2022-05-11 16:00:00+00:00,-0.0246669542709232,0.8107832985932052,1,0.8576936027706623
2022-05-11 17:00:00+00:00,-0.0140853636420735,0.7993631209976001,1,0.8456126764821574
2022-05-11 18:00:00+00:00,-0.0009964210046983,0.7985666187934569,1,0.8447700902494715
2022-05-11 19:00:00+00:00,-0.0275600408037429,0.7765580901950023,1,0.8214881920924145
2022-05-11 20:00:00+00:00,-0.0318556798392157,0.7518203042971976,1,0.7953191272534225
2022-05-11 21:00:00+00:00,0.0170108298978424,0.7646093916073413,1,0.8088481656416309
2022-05-11 22:00:00+00:00,0.0001708434589644,0.7647400201205602,0,0.8088481656416309
2022-05-11 23:00:00+00:00,-0.0049100018617231,0.7609851451980341,0,0.8088481656416309
2022-05-12 00:00:00+00:00,0.0402028734953052,0.7915789347222372,0,0.8088481656416309
2022-05-12 01:00:00+00:00,-0.0240061061806277,0.772576206764947,0,0.8088481656416309
2022-05-12 02:00:00+00:00,-0.0264387177408732,0.752150282500974,0,0.8088481656416309
2022-05-12 03:00:00+00:00,-0.030118273149791,0.7294968148429173,0,0.8088481656416309
2022-05-12 04:00:00+00:00,-0.0476853614284769,0.6947104955662101,1,0.7702779485222492
2022-05-12 05:00:00+00:00,-0.0444772946578102,0.6638116521530384,0,0.7702779485222492
2022-05-12 06:00:00+00:00,0.0078586569517384,0.6690283202078758,1,0.7763312986771744
2022-05-12 07:00:00+00:00,0.0440967298322503,0.6985302812942068,1,0.8105649702152619
2022-05-12 08:00:00+00:00,-0.0076268308372836,0.6932027090040558,1,0.8043829283048023
2022-05-12 09:00:00+00:00,0.0040414150792282,0.6960042288851866,1,0.8076337736007271
2022-05-12 10:00:00+00:00,0.0347921034838154,0.7202196800417332,0,0.8076337736007271
2022-05-12 11:00:00+00:00,-0.0123316315336581,0.7113381963241694,0,0.8076337736007271
2022-05-12 12:00:00+00:00,0.0087179384733024,0.7175395989534334,0,0.8076337736007271
2022-05-12 13:00:00+00:00,-0.0217478619206812,0.7019346468327732,0,0.8076337736007271
2022-05-12 14:00:00+00:00,0.0439650051783604,0.7327952072156466,1,0.8431413966393019
2022-05-12 15:00:00+00:00,-0.0099008041547321,0.7255399453834782,0,0.8431413966393019
2022-05-12 16:00:00+00:00,0.024097178333009,0.7430234108351056,0,0.8431413966393019
2022-05-12 17:00:00+00:00,-0.04260272385795,0.7113685896433054,0,0.8431413966393019
2022-05-12 18:00:00+00:00,-0.0152317627477025,0.7005331920596908,0,0.8431413966393019
2022-05-12 19:00:00+00:00,0.0198224655932539,0.7144194871562264,0,0.8431413966393019
2022-05-12 20:00:00+00:00,-0.0071994386374244,0.7092760678970649,0,0.8431413966393019
2022-05-12 21:00:00+00:00,-0.0130761840957641,0.7000014434585232,1,0.8321163245180867
2022-05-12 22:00:00+00:00,0.0024325491924397,0.7017042314045149,1,0.8341404884113091
2022-05-12 23:00:00+00:00,0.0274498186994671,0.7209658853372177,1,0.8570374935880845
2022-05-13 00:00:00+00:00,0.0212584478328041,0.7362925009998904,1,0.875256780436284
2022-05-13 01:00:00+00:00,0.0047418335731119,0.7397838775007622,0,0.875256780436284
2022-05-13 02:00:00+00:00,0.0211368357063312,0.7554205677776886,0,0.875256780436284
2022-05-13 03:00:00+00:00,0.0208709336874843,0.7711869003539386,0,0.875256780436284
2022-05-13 04:00:00+00:00,-0.0066788434157722,0.7660362638021799,0,0.875256780436284
2022-05-13 05:00:00+00:00,0.0112822865596386,0.7746789044454712,1,0.8851316782464329
2022-05-13 06:00:00+00:00,-0.0061296754341255,0.7699303741955565,0,0.8851316782464329
2022-05-13 07:00:00+00:00,-0.0176506330505388,0.7563406156861667,0,0.8851316782464329
2022-05-13 08:00:00+00:00,0.0040945717822578,0.7594375066289308,0,0.8851316782464329
2022-05-13 09:00:00+00:00,0.0045144440368904,0.7628659447521228,0,0.8851316782464329
2022-05-13 10:00:00+00:00,0.0082632992154385,0.7691697343148778,0,0.8851316782464329
2022-05-13 11:00:00+00:00,0.0051714973761938,0.7731474935777348,0,0.8851316782464329
2022-05-13 12:00:00+00:00,0.0049273456843021,0.7769570585435441,0,0.8851316782464329
2022-05-13 13:00:00+00:00,0.0028484890026514,0.7791702121803379,0,0.8851316782464329
2022-05-13 14:00:00+00:00,0.0039870284073184,0.7822767859504373,0,0.8851316782464329
2022-05-13 15:00:00+00:00,-0.0187517198484,0.7676077508163879,0,0.8851316782464329
2022-05-13 16:00:00+00:00,-0.0111276732076436,0.7590660626136487,0,0.8851316782464329
2022-05-13 17:00:00+00:00,-0.0035697387073632,0.756356395108491,0,0.8851316782464329
2022-05-13 18:00:00+00:00,0.0059841945856575,0.7608825789529267,0,0.8851316782464329
2022-05-13 19:00:00+00:00,-0.0052776654125091,0.7568668952830061,0,0.8851316782464329
2022-05-13 20:00:00+00:00,-0.0047782985783916,0.7532503592732437,0,0.8851316782464329
2022-05-13 21:00:00+00:00,0.0096886549540271,0.7605483420982392,0,0.8851316782464329
2022-05-13 22:00:00+00:00,-0.0061329870084554,0.7558839089968483,0,0.8851316782464329
2022-05-13 23:00:00+00:00,-0.0210172562935649,0.7399973031532799,0,0.8851316782464329
2022-05-14 00:00:00+00:00,0.0111022767509223,0.7482129580078238,0,0.8851316782464329
2022-05-14 01:00:00+00:00,0.0105137049866914,0.7560794483155379,0,0.8851316782464329
2022-05-14 02:00:00+00:00,-0.0048132758236736,0.7524402293861842,0,0.8851316782464329
2022-05-14 03:00:00+00:00,-0.0002094716702673,0.7522826144745584,0,0.8851316782464329
2022-05-14 04:00:00+00:00,-0.0142707148377654,0.7415470038059833,1,0.8725002164723054
2022-05-14 05:00:00+00:00,0.0075801206438004,0.7471680195578814,1,0.8791138733749074
2022-05-14 06:00:00+00:00,0.0030873900763379,0.7494748186868214,1,0.8818280408235362
2022-05-14 07:00:00+00:00,-0.0051512850549393,0.7456140602542666,0,0.8818280408235362
2022-05-14 08:00:00+00:00,0.0050357693597313,0.7493688006930799,0,0.8818280408235362
2022-05-14 09:00:00+00:00,-0.0084614248018582,0.7430280729371567,1,0.8743665191679378
2022-05-14 10:00:00+00:00,-0.0052810464645693,0.7391041071594961,0,0.8743665191679378
2022-05-14 11:00:00+00:00,-0.0132991540910466,0.7292746477490566,0,0.8743665191679378
2022-05-14 12:00:00+00:00,-2.778406300008029e-05,0.7292543855362992,1,0.8743422257134841
2022-05-14 13:00:00+00:00,-0.0101238840961754,0.721871498660502,1,0.8654904863599687
2022-05-14 14:00:00+00:00,-0.0004769867404392,0.72152717552734,1,0.8650776588739988
2022-05-14 15:00:00+00:00,3.0816081919127214e-05,0.721549410167888,1,0.8651043171780011
2022-05-14 16:00:00+00:00,0.0233963892120196,0.7384310610038791,1,0.8853446344916961
2022-05-14 17:00:00+00:00,0.0006112583727038,0.7388824331725823,1,0.8858858088122575
2022-05-14 18:00:00+00:00,0.0018895025646672,0.7402785534250494,1,0.8875596923200106
2022-05-14 19:00:00+00:00,-0.009211574642258,0.7334594222741119,1,0.8793838699647454
2022-05-14 20:00:00+00:00,0.0017759799717278,0.7347620315181458,1,0.8809456381052633
2022-05-14 21:00:00+00:00,0.0143365801484485,0.7452960062730425,1,0.8935753858523855
2022-05-14 22:00:00+00:00,0.0104794283746938,0.7531062823887262,1,0.902939545105815
2022-05-14 23:00:00+00:00,0.003575369060754,0.7557989152902383,1,0.9061678872191177
2022-05-15 00:00:00+00:00,-0.003491338379989,0.7531601655297314,1,0.9030041484957559
2022-05-15 01:00:00+00:00,-0.0038443210957157,0.7502647760169328,1,0.8995327105981749
2022-05-15 02:00:00+00:00,-0.0067540175676514,0.7451974745393244,1,0.8934572508681178
2022-05-15 03:00:00+00:00,-0.0073242017724527,0.7397394978754762,1,0.8869133896876987
2022-05-15 04:00:00+00:00,-0.0001685880370122,0.739614786645629,1,0.8867638667003314
2022-05-15 05:00:00+00:00,0.0089223686649273,0.7462139024421128,1,0.8946759008377682
2022-05-15 06:00:00+00:00,-0.0001411133549343,0.7461086016948406,1,0.8945496501198221
2022-05-15 07:00:00+00:00,0.0017075383371498,0.7473826107359118,1,0.8960771279418858
2022-05-15 08:00:00+00:00,-0.0057123019232602,0.7431133356111939,1,0.8909584648405539
2022-05-15 09:00:00+00:00,0.0051030866453367,0.746905507350123,1,0.8955051030840314
2022-05-15 10:00:00+00:00,0.0059614851376996,0.7513581734314567,1,0.9008436434468011
2022-05-15 11:00:00+00:00,0.0144456029575414,0.7622119952837512,1,0.9138568730468587
2022-05-15 12:00:00+00:00,0.0019335331795964,0.7636857574665187,1,0.915623845632297
2022-05-15 13:00:00+00:00,-0.0056630843981309,0.7593609405683353,1,0.9104385905175402
2022-05-15 14:00:00+00:00,-0.0021097472353031,0.7577588809233741,1,0.9085177952182826
2022-05-15 15:00:00+00:00,-0.0038460145960667,0.7548445292070436,1,0.9050236225170867
2022-05-15 16:00:00+00:00,0.0123849081165314,0.7641932093435393,1,0.9162322569252512
2022-05-15 17:00:00+00:00,-0.0061289593299007,0.7595095002432865,1,0.9106167066858133
2022-05-15 18:00:00+00:00,0.0080822608610249,0.7656480541506794,1,0.9179765484536555
2022-05-15 19:00:00+00:00,0.0028961833097966,0.7678655112662889,1,0.9206351768120717
2022-05-15 20:00:00+00:00,0.0166467922060045,0.7806480088744963,1,0.9359607992980006
2022-05-15 21:00:00+00:00,0.0019110695718904,0.7821398815306132,1,0.9377494855020213
2022-05-15 22:00:00+00:00,0.002739286040978,0.7842823863901822,1,0.9403182495775914
2022-05-15 23:00:00+00:00,0.0046631670050982,0.7879396261370767,1,0.9447031106133134
2022-05-16 00:00:00+00:00,-0.0121802424647223,0.7783423304431645,1,0.9331963976688659
2022-05-16 01:00:00+00:00,-0.0112290010573119,0.7696023235916676,1,0.9227175343327625
2022-05-16 02:00:00+00:00,-0.004980099522773,0.7657696274272238,1,0.9181223091803776
2022-05-16 03:00:00+00:00,-0.0049588957825208,0.7619722556513924,0,0.9181223091803776
2022-05-16 04:00:00+00:00,-0.0002395615130074,0.7617897164249589,0,0.9181223091803776
2022-05-16 05:00:00+00:00,-0.0024097236320625,0.7599540137426275,0,0.9181223091803776
2022-05-16 06:00:00+00:00,-0.0277014870787544,0.7389021574504886,0,0.9181223091803776
2022-05-16 07:00:00+00:00,7.886873118811977e-06,0.7389079850780517,0,0.9181223091803776
2022-05-16 08:00:00+00:00,0.00724433916563,0.7442608851341493,0,0.9181223091803776
2022-05-16 09:00:00+00:00,-0.007013348792736,0.7390411239539132,1,0.9116831971917034
2022-05-16 10:00:00+00:00,0.0163813520229207,0.7511476167648173,1,0.9266178005782827
2022-05-16 11:00:00+00:00,-0.0054103987819231,0.7470836086140286,1,0.9216044287587257
2022-05-16 12:00:00+00:00,-0.001649326249597,0.7458514240076978,1,0.9200844023826291
2022-05-16 13:00:00+00:00,-0.0129001462065453,0.7362298315896384,1,0.9082151790695313
2022-05-16 14:00:00+00:00,0.0003104093945542,0.7364583642459149,1,0.9084970975933913
2022-05-16 15:00:00+00:00,0.0042500960217475,0.7395883830099792,1,0.9123582974936421
2022-05-16 16:00:00+00:00,-0.0122808930542508,0.7305055771740674,1,0.9011537228149643
2022-05-16 17:00:00+00:00,0.0141612753929267,0.7408504678284983,1,0.9139152088551082
2022-05-16 18:00:00+00:00,0.0083446953559023,0.7470326392868049,1,0.92154155285413
2022-05-16 19:00:00+00:00,-0.0110991921968529,0.7387411804460383,1,0.9113131860416157
2022-05-16 20:00:00+00:00,0.0081577140657351,0.7447676197647007,1,0.9187474184376774
2022-05-16 21:00:00+00:00,0.0060706892391317,0.7492888725396601,1,0.9243248485042671
2022-05-16 22:00:00+00:00,-0.0043395108774044,0.7460373253269562,1,0.9203137307699277
2022-05-16 23:00:00+00:00,-0.0038720718883434,0.7431486151719028,1,0.9167502098445571
2022-05-17 00:00:00+00:00,0.010914165819098,0.7512594623861221,1,0.9267557736494936
2022-05-17 01:00:00+00:00,-0.0043571279139859,0.7479861288119134,1,0.9227177801986778
2022-05-17 02:00:00+00:00,0.002521616380372,0.7498722628866166,1,0.9250445204676874
2022-05-17 03:00:00+00:00,0.0141548192736151,0.7604865692460735,1,0.9381383584749555
2022-05-17 04:00:00+00:00,0.0018523299722126,0.7618952413117531,1,0.939876100274441
2022-05-17 05:00:00+00:00,0.0014338664547266,0.7629876973402859,1,0.9412237570862239
2022-05-17 06:00:00+00:00,0.0036583214916428,0.7657789516313249,1,0.9446670561852172
2022-05-17 07:00:00+00:00,-0.0071019467716934,0.7603404302779561,1,0.9379580810352175
2022-05-17 08:00:00+00:00,0.0073839771904544,0.7659547666721088,1,0.944883942111184
2022-05-17 09:00:00+00:00,0.0004923167106407,0.7663318590033364,1,0.9453491242655014
2022-05-17 10:00:00+00:00,-0.0017821612363961,0.7649661320700054,1,0.9436643597013745
2022-05-17 11:00:00+00:00,-0.0011885487703483,0.7640569325143755,1,0.9425427685870299
2022-05-17 12:00:00+00:00,0.006837740827891,0.7692813557966621,1,0.9489876317578309
2022-05-17 13:00:00+00:00,0.0045786989744631,0.772803663551522,1,0.9533327604541386
2022-05-17 14:00:00+00:00,-0.0224898348800278,0.7554234367635677,1,0.931892464085804
2022-05-17 15:00:00+00:00,0.0011670084930637,0.7563050223301302,0,0.931892464085804
2022-05-17 16:00:00+00:00,-0.0003333471635261,0.7560529101961759,0,0.931892464085804
2022-05-17 17:00:00+00:00,0.0008649519888797,0.7567068596645484,0,0.931892464085804
2022-05-17 18:00:00+00:00,-0.0166393724647909,0.7441157323799278,0,0.931892464085804
2022-05-17 19:00:00+00:00,0.0108403400679797,0.75218219996886,0,0.931892464085804
2022-05-17 20:00:00+00:00,0.0037698763895817,0.7550178338851863,0,0.931892464085804
2022-05-17 21:00:00+00:00,0.0132030793846027,0.7649863942827632,0,0.931892464085804
2022-05-17 22:00:00+00:00,-0.0030269042529252,0.7626708537124788,0,0.931892464085804
2022-05-17 23:00:00+00:00,0.0065884902087813,0.7676957031646864,0,0.931892464085804
2022-05-18 00:00:00+00:00,0.0011010547024949,0.7685409781287411,0,0.931892464085804
2022-05-18 01:00:00+00:00,-0.0112791142735052,0.7598725166125555,0,0.931892464085804
2022-05-18 02:00:00+00:00,0.0006621484356978,0.7603756650107604,0,0.931892464085804
2022-05-18 03:00:00+00:00,-0.0155019076051051,0.7485883917065933,0,0.931892464085804
2022-05-18 04:00:00+00:00,-0.0006200910333159,0.7481241987572517,0,0.931892464085804
2022-05-18 05:00:00+00:00,0.0036303376047392,0.7508401421690156,0,0.931892464085804
2022-05-18 06:00:00+00:00,-0.0066653762715684,0.7458355101016613,0,0.931892464085804
2022-05-18 07:00:00+00:00,0.0008012501208847,0.7464331108942903,0,0.931892464085804
2022-05-18 08:00:00+00:00,1.615510631691741e-05,0.7464451696005553,0,0.931892464085804
2022-05-18 09:00:00+00:00,0.0003850738597726,0.746732606123122,0,0.931892464085804
2022-05-18 10:00:00+00:00,0.0025381559336628,0.7486279299182129,0,0.931892464085804
2022-05-18 11:00:00+00:00,-0.004150767755508,0.7455205492458357,1,0.9280243948942757
2022-05-18 12:00:00+00:00,-0.0124867075849068,0.7362114521488639,1,0.9164364256435709
2022-05-18 13:00:00+00:00,-0.0078805645378431,0.7304096902867055,1,0.9092143892464564
2022-05-18 14:00:00+00:00,-0.0065736696388081,0.7256082182817766,1,0.9032375142206994
2022-05-18 15:00:00+00:00,-0.0113144695002572,0.7173983462268915,1,0.8930178609145613
2022-05-18 16:00:00+00:00,0.0083634790333146,0.7233982922540947,1,0.9004865970706957
2022-05-18 17:00:00+00:00,-0.0051220680225704,0.7196929969937579,1,0.8958742434670866
2022-05-18 18:00:00+00:00,0.0037602363338651,0.7223992127502821,1,0.8992429423479454
2022-05-18 19:00:00+00:00,0.0079369802379096,0.7281328810257626,1,0.9063802158104408
2022-05-18 20:00:00+00:00,-0.0095744287224488,0.72116142465591,1,0.897702143038726
2022-05-18 21:00:00+00:00,-0.0027906427995243,0.7191489207188994,1,0.8951969770171374
2022-05-18 22:00:00+00:00,-0.0036902119434581,0.7164951087825375,1,0.8918935104408012
