,BTC-close,real,signal,strat,optimal
2022-05-02 09:00:00+00:00,-0.001440812487671,0.998559187512329,1.0,0.998559187512329,0.0
2022-05-02 10:00:00+00:00,-0.0029065033515415,0.9956568718871118,0.0,0.998559187512329,0.0
2022-05-02 11:00:00+00:00,-0.0046915412742547,0.990985706577658,0.0,0.998559187512329,0.0
2022-05-02 12:00:00+00:00,-0.0004978492749158,0.9904923450621864,0.0,0.998559187512329,0.0
2022-05-02 13:00:00+00:00,0.0112814160239671,1.0016665012753878,1.0,1.0098243491312102,1.0
2022-05-02 14:00:00+00:00,-0.0030834932686772,0.9985778693612457,0.0,1.0098243491312102,0.0
2022-05-02 15:00:00+00:00,-0.0040430378949809,0.9945405811943289,1.0,1.0057415910203982,0.0
2022-05-02 16:00:00+00:00,-0.0022474626667607,0.9923053883675161,1.0,1.0034812243421714,0.0
2022-05-02 17:00:00+00:00,-0.0061657485607433,0.9861870828473713,0.0,1.0034812243421714,0.0
2022-05-02 18:00:00+00:00,-0.0028403049539122,0.9833860107904757,1.0,1.0006310316495144,0.0
2022-05-02 19:00:00+00:00,0.0079053999396982,0.9911600705008788,0.0,1.0006310316495144,1.0
2022-05-02 20:00:00+00:00,-0.0050105510886713,0.9861938123305831,1.0,0.9956173187445246,0.0
2022-05-02 21:00:00+00:00,0.0084997745635357,0.994576237411347,0.0,0.9956173187445246,1.0
2022-05-02 22:00:00+00:00,-0.001713055740812,0.9928724728781743,1.0,0.9939117707809975,0.0
2022-05-02 23:00:00+00:00,-0.0022437526712846,0.9906447126149089,0.0,0.9939117707809975,0.0
2022-05-03 00:00:00+00:00,-0.0024629310725035,0.9882048229703984,1.0,0.9914638345974139,0.0
2022-05-03 01:00:00+00:00,0.0015875995667338,0.9897736965191904,0.0,0.9914638345974139,1.0
2022-05-03 02:00:00+00:00,-0.0018323844652521,0.9879600505735735,1.0,0.9896470916690383,0.0
2022-05-03 03:00:00+00:00,0.0020825886439597,0.9900175649555839,0.0,0.9896470916690383,1.0
2022-05-03 04:00:00+00:00,0.0008551455994698,0.9908641741196536,1.0,0.9904933840245073,1.0
2022-05-03 05:00:00+00:00,-0.0001120095527422,0.9907531878666822,1.0,0.9903824393035686,0.0
2022-05-03 06:00:00+00:00,-0.0011057240251922,0.9896576882638223,1.0,0.9892873496463023,0.0
2022-05-03 07:00:00+00:00,0.0015324942572061,0.9911743329876865,0.0,0.9892873496463023,1.0
2022-05-03 08:00:00+00:00,0.0002145249068787,0.9913869645691714,0.0,0.9892873496463023,1.0
2022-05-03 09:00:00+00:00,-0.0024953307528999,0.988913126188458,0.0,0.9892873496463023,0.0
2022-05-03 10:00:00+00:00,-0.0007774884836739,0.9881442576214925,1.0,0.988518190124908,0.0
2022-05-03 11:00:00+00:00,0.0031807809395059,0.9912873280416171,1.0,0.9916624499424123,1.0
2022-05-03 12:00:00+00:00,-0.002007509441009,0.9892973093718209,1.0,0.9896716782118588,0.0
2022-05-03 13:00:00+00:00,-0.0033079415165848,0.9860247717299043,0.0,0.9896716782118588,0.0
2022-05-03 14:00:00+00:00,-0.0019234906460678,0.9841281623046907,1.0,0.98776805399614,0.0
2022-05-03 15:00:00+00:00,0.0012541123771645,0.9853623696137532,0.0,0.98776805399614,1.0
2022-05-03 16:00:00+00:00,-0.0039715801095016,0.9814489240259439,1.0,0.9838450540400878,0.0
2022-05-03 17:00:00+00:00,-0.0012904889633004,0.9801823750214453,0.0,0.9838450540400878,0.0
2022-05-03 18:00:00+00:00,-0.0098245905267817,0.9705524845452912,0.0,0.9838450540400878,0.0
2022-05-03 19:00:00+00:00,-0.000624236585666,0.9699466301761289,0.0,0.9838450540400878,0.0
2022-05-03 20:00:00+00:00,-0.0022897448899866,0.9677256998361234,1.0,0.981592299855061,0.0
2022-05-03 21:00:00+00:00,0.0045285561521968,0.9721081000077553,0.0,0.981592299855061,1.0
2022-05-03 22:00:00+00:00,-0.0008305013663804,0.9713007629024294,1.0,0.9807770861088029,0.0
2022-05-03 23:00:00+00:00,-0.000549508900979,0.9707670244876868,1.0,0.9802381403701098,0.0
2022-05-04 00:00:00+00:00,0.0038011869255061,0.9744570914088819,0.0,0.9802381403701098,1.0
2022-05-04 01:00:00+00:00,-0.0003189073290759,0.9741463299005616,0.0,0.9802381403701098,0.0
2022-05-04 02:00:00+00:00,0.0024985606443035,0.9765802935822439,0.0,0.9802381403701098,1.0
2022-05-04 03:00:00+00:00,0.0011768980759778,0.9777296290507987,1.0,0.9813917807515116,1.0
2022-05-04 04:00:00+00:00,-0.00069865200535,0.9770465362847722,0.0,0.9813917807515116,0.0
2022-05-04 05:00:00+00:00,0.0026424651604255,0.9796283477170192,0.0,0.9813917807515116,1.0
2022-05-04 06:00:00+00:00,0.0073038389626389,0.9867833954119805,0.0,0.9813917807515116,1.0
2022-05-04 07:00:00+00:00,0.0070276645331448,0.9937181780818135,0.0,0.9813917807515116,1.0
2022-05-04 08:00:00+00:00,0.00805244174417,1.0017200358209402,1.0,0.9892943808942205,1.0
2022-05-04 09:00:00+00:00,-0.0022241355505436,0.9994920746775791,0.0,0.9892943808942205,0.0
2022-05-04 10:00:00+00:00,0.0025018261743312,1.001992630111044,0.0,0.9892943808942205,1.0
2022-05-04 11:00:00+00:00,0.00096060285322,1.002955147090434,1.0,0.9902446998991821,1.0
2022-05-04 12:00:00+00:00,-0.0009957328595849,1.0019564716937863,1.0,0.9892586807124627,0.0
2022-05-04 13:00:00+00:00,-0.0035019212249165,0.9984476990591193,1.0,0.9857943747415427,0.0
2022-05-04 14:00:00+00:00,-0.000811911958605,0.9976370474322116,0.0,0.9857943747415427,0.0
2022-05-04 15:00:00+00:00,0.0044808733046588,1.0021073326457892,1.0,0.990211594439205,1.0
2022-05-04 16:00:00+00:00,0.0045231267506844,1.0066399911291364,1.0,0.9946904469908509,1.0
2022-05-04 17:00:00+00:00,-0.0029038253406379,1.003716884413996,1.0,0.9918020396647883,0.0
2022-05-04 18:00:00+00:00,0.0142868236121505,1.018056810498156,1.0,1.0059717404636501,1.0
2022-05-04 19:00:00+00:00,0.0054007684517458,1.0235550996023794,0.0,1.0059717404636501,1.0
2022-05-04 20:00:00+00:00,0.0003274552001151,1.0238902680423485,1.0,1.0063011511412339,1.0
2022-05-04 21:00:00+00:00,-0.001490576261982,1.02236408151393,0.0,1.0063011511412339,0.0
2022-05-04 22:00:00+00:00,-0.0012534816068103,1.021082566942289,1.0,1.0050397711573664,0.0
2022-05-04 23:00:00+00:00,-0.0004590752196763,1.0206138132385623,1.0,1.004578382303639,0.0
2022-05-05 00:00:00+00:00,-0.0009508510766651,1.019643361495385,0.0,1.004578382303639,0.0
2022-05-05 01:00:00+00:00,-0.0002201588473171,1.0194188779882436,1.0,1.0043572154849514,0.0
2022-05-05 02:00:00+00:00,0.0027015054693193,1.0221728436626563,1.0,1.0070704919957343,1.0
2022-05-05 03:00:00+00:00,-0.0008995823402798,1.0212533150237837,0.0,1.0070704919957343,0.0
2022-05-05 04:00:00+00:00,0.0008878035443296,1.0221599873365201,0.0,1.0070704919957343,1.0
2022-05-05 05:00:00+00:00,-0.0035390240386556,1.0185425385699842,0.0,1.0070704919957343,0.0
2022-05-05 06:00:00+00:00,-0.001136596606126,1.0173848665774508,1.0,1.0059258590924023,0.0
2022-05-05 07:00:00+00:00,0.0006961011523529,1.0180930693554617,0.0,1.0059258590924023,1.0
2022-05-05 08:00:00+00:00,-0.0027973646467172,1.015245091796179,1.0,1.0031119176569585,0.0
2022-05-05 09:00:00+00:00,-0.0001969732600143,1.0150451156607345,0.0,1.0031119176569585,0.0
2022-05-05 10:00:00+00:00,0.0013235727757228,1.0163886017419534,1.0,1.0044396092821724,1.0
2022-05-05 11:00:00+00:00,-0.0011252692365008,1.0152448909160832,1.0,1.0033093442899241,0.0
2022-05-05 12:00:00+00:00,0.0007581147112738,1.0160145630034323,1.0,1.0040699678637888,1.0
2022-05-05 13:00:00+00:00,-0.0102460231847105,1.0056044542348956,1.0,0.9937822436939849,0.0
2022-05-05 14:00:00+00:00,-0.0234005497610014,0.9820727571636874,0.0,0.9937822436939849,0.0
2022-05-05 15:00:00+00:00,-0.0334974448492544,0.9491758291426415,1.0,0.9604930777936773,0.0
2022-05-05 16:00:00+00:00,0.0038505115197362,0.9528306416070105,1.0,0.9641914674543488,1.0
2022-05-05 17:00:00+00:00,-0.0046715558989184,0.948379440002541,0.0,0.9641914674543488,0.0
2022-05-05 18:00:00+00:00,-0.012954335854909,0.9360938142188576,0.0,0.9641914674543488,0.0
2022-05-05 19:00:00+00:00,-0.0028671901472179,0.9334098552578577,0.0,0.9641914674543488,0.0
