,ETH-close_x,ETH-close_y,signal,real,strat
2022-05-02 09:00:00+00:00,False,-0.005478283116742,0,0.994521716883258,1.0
2022-05-02 10:00:00+00:00,False,-0.004760327042965,1,0.9897874682595625,0.995239672957035
2022-05-02 11:00:00+00:00,False,-0.0050179298724412,0,0.9848207841552149,0.995239672957035
2022-05-02 12:00:00+00:00,True,0.0015444720570707,1,0.9863418123375651,0.9967767928220054
2022-05-02 13:00:00+00:00,True,0.0120939143923923,0,0.9982705457776128,0.9967767928220054
2022-05-02 14:00:00+00:00,False,-0.0013977186170188,1,0.9968752444509579,0.9953835793416658
2022-05-02 15:00:00+00:00,False,-0.0020219925245926,0,0.9948595701587266,0.9953835793416658
2022-05-02 16:00:00+00:00,False,-0.0030370146431507,1,0.991838167076276,0.9923605848356535
2022-05-02 17:00:00+00:00,False,-0.0063987207590764,0,0.9854916716069607,0.9923605848356535
2022-05-02 18:00:00+00:00,True,0.001761638919733,0,0.9872277520907363,0.9923605848356535
2022-05-02 19:00:00+00:00,True,0.0148823092030079,0,1.0019199807511412,0.9923605848356535
2022-05-02 20:00:00+00:00,False,-0.004468192195308,1,0.9974432097128257,0.9879265270155595
2022-05-02 21:00:00+00:00,True,0.0124956883602895,1,1.0099069492184842,1.000271349020009
2022-05-02 22:00:00+00:00,False,-0.0010698261146983,1,1.008826524390795,0.9992012326090429
2022-05-02 23:00:00+00:00,False,-0.001562740312908,0,1.0072499905123986,0.9992012326090429
2022-05-03 00:00:00+00:00,False,-0.006046471850526,1,1.0011596817983228,0.9931595904830615
2022-05-03 01:00:00+00:00,True,0.0010734143007011,1,1.0022343409180505,0.9942256621903645
2022-05-03 02:00:00+00:00,False,-0.0009017384180664,1,1.0013305877089393,0.9933291307145399
2022-05-03 03:00:00+00:00,True,0.0022168478546249,1,1.0035503852740721,0.9955311902669008
2022-05-03 04:00:00+00:00,True,0.001542229828517,0,1.0050980906126616,0.9955311902669008
2022-05-03 05:00:00+00:00,False,-0.0025404825187285,0,1.0025446564838527,0.9955311902669008
2022-05-03 06:00:00+00:00,False,-0.0012932189951261,1,1.0012481466906256,0.9942437504214071
2022-05-03 07:00:00+00:00,True,0.0010663576661764,1,1.002315835327594,0.995303969866717
2022-05-03 08:00:00+00:00,True,0.0011454117420801,1,1.0034638996546512,0.9964440027207413
2022-05-03 09:00:00+00:00,False,-0.0038470308895338,1,0.9996035430361477,0.9926106518625839
2022-05-03 10:00:00+00:00,False,-0.0015911917383031,0,0.99801298213689,0.9926106518625839
2022-05-03 11:00:00+00:00,True,0.0051032396310912,0,1.0031060815396746,0.9926106518625839
2022-05-03 12:00:00+00:00,False,-0.0020092612522619,1,1.0010905793581286,0.990616237741214
2022-05-03 13:00:00+00:00,False,-0.0032832171505072,0,0.9978037815987688,0.990616237741214
2022-05-03 14:00:00+00:00,False,-0.0023429250150152,1,0.9954660021587843,0.9882952981775298
2022-05-03 15:00:00+00:00,False,-0.000465691575763,1,0.9950024220276205,0.9878350573828023
2022-05-03 16:00:00+00:00,False,-0.0055867511419602,0,0.9894435911101045,0.9878350573828023
2022-05-03 17:00:00+00:00,True,0.0007798911074758,1,0.9902152493681603,0.988605461159708
2022-05-03 18:00:00+00:00,False,-0.0093175069954737,0,0.9809889118551477,0.988605461159708
2022-05-03 19:00:00+00:00,False,-0.0025706363570651,1,0.9784671460924551,0.9860641160184578
2022-05-03 20:00:00+00:00,False,-0.0027737399351005,0,0.9757531326941546,0.9860641160184578
2022-05-03 21:00:00+00:00,True,0.0069250626396217,1,0.9825102842588689,0.9928926717885689
2022-05-03 22:00:00+00:00,True,2.3123025619797843e-05,1,0.9825330028693435,0.9929156304712563
2022-05-03 23:00:00+00:00,False,-0.0014183546158053,0,0.9811394226495428,0.9929156304712563
2022-05-04 00:00:00+00:00,True,0.0037145891143093,0,0.9847839524685366,0.9929156304712563
2022-05-04 01:00:00+00:00,False,-0.0018377064863785,0,0.9829742086114037,0.9929156304712563
2022-05-04 02:00:00+00:00,True,0.0024403414219307,1,0.9853730012893677,0.9953386836127778
2022-05-04 03:00:00+00:00,True,0.0007410184589138,0,0.9861031808722384,0.9953386836127778
2022-05-04 04:00:00+00:00,False,-0.0006526780570142,1,0.9854595729641311,0.9946890478946864
2022-05-04 05:00:00+00:00,True,6.287406246685556e-05,1,0.9855215328108802,0.9947515880360188
2022-05-04 06:00:00+00:00,True,0.0062867489979858,0,0.9917172593197725,0.9947515880360188
2022-05-04 07:00:00+00:00,True,0.0045753363796816,1,0.9962546993746965,0.9993029111655061
2022-05-04 08:00:00+00:00,True,0.0058973437378395,0,1.002129955787347,0.9993029111655061
2022-05-04 09:00:00+00:00,False,-0.0040244976891726,1,0.9980968860960303,0.9952812189087371
2022-05-04 10:00:00+00:00,True,0.0103427963754041,1,1.0084199989518465,1.0055752098921742
2022-05-04 11:00:00+00:00,True,0.0034019518063796,0,1.01185059518887,1.0055752098921742
2022-05-04 12:00:00+00:00,False,-0.0036928466054744,0,1.0081139861531796,1.0055752098921742
2022-05-04 13:00:00+00:00,False,-0.0051552248338564,1,1.0029169318964046,1.0003912435978277
