,BTC-close_x,BTC-close_y,signal,real,strat
2022-05-02 09:00:00+00:00,False,-0.001440812487671,0,0.998559187512329,1.0
2022-05-02 10:00:00+00:00,False,-0.0029065033515415,1,0.9956568718871118,0.9970934966484585
2022-05-02 11:00:00+00:00,False,-0.0046915412742547,0,0.990985706577658,0.9970934966484585
2022-05-02 12:00:00+00:00,False,-0.0004978492749158,1,0.9904923450621864,0.9965970943741288
2022-05-02 13:00:00+00:00,True,0.0112814160239671,1,1.0016665012753878,1.0078401208040402
2022-05-02 14:00:00+00:00,False,-0.0030834932686772,0,0.9985778693612457,1.0078401208040402
2022-05-02 15:00:00+00:00,False,-0.0040430378949809,0,0.9945405811943289,1.0078401208040402
2022-05-02 16:00:00+00:00,False,-0.0022474626667607,1,0.9923053883675161,1.0055750377584696
2022-05-02 17:00:00+00:00,False,-0.0061657485607433,0,0.9861870828473713,1.0055750377584696
2022-05-02 18:00:00+00:00,False,-0.0028403049539122,0,0.9833860107904757,1.0055750377584696
2022-05-02 19:00:00+00:00,True,0.0079053999396982,0,0.9911600705008788,1.0055750377584696
2022-05-02 20:00:00+00:00,False,-0.0050105510886713,1,0.9861938123305831,1.0005365526582881
2022-05-02 21:00:00+00:00,True,0.0084997745635357,0,0.994576237411347,1.0005365526582881
2022-05-02 22:00:00+00:00,False,-0.001713055740812,1,0.9928724728781743,0.9988225777728645
2022-05-02 23:00:00+00:00,False,-0.0022437526712846,0,0.9906447126149089,0.9988225777728645
2022-05-03 00:00:00+00:00,False,-0.0024629310725035,0,0.9882048229703984,0.9988225777728645
2022-05-03 01:00:00+00:00,True,0.0015875995667338,0,0.9897736965191904,0.9988225777728645
2022-05-03 02:00:00+00:00,False,-0.0018323844652521,1,0.9879600505735735,0.9969923507978105
2022-05-03 03:00:00+00:00,True,0.0020825886439597,1,0.9900175649555839,0.9990686757456967
2022-05-03 04:00:00+00:00,True,0.0008551455994698,1,0.9908641741196536,0.9999230249273288
2022-05-03 05:00:00+00:00,False,-0.0001120095527422,1,0.9907531878666822,0.9998110239965301
2022-05-03 06:00:00+00:00,False,-0.0011057240251922,0,0.9896576882638223,0.9998110239965301
2022-05-03 07:00:00+00:00,True,0.0015324942572061,1,0.9911743329876865,1.0013432286490962
2022-05-03 08:00:00+00:00,True,0.0002145249068787,1,0.9913869645691714,1.0015580417119758
2022-05-03 09:00:00+00:00,False,-0.0024953307528999,1,0.988913126188458,0.9990588231296778
