,returns,class,y_pred,strat_ret,nav,strat_nav
2022-05-04 12:00:00,-0.0036928466054744202,0,1,-0.0036928466054744202,0.9935237720074287,0.9998958721475126
2022-05-04 13:00:00,-0.005155224833856442,0,1,-0.005155224833856442,0.9884019335849493,0.9947411841161472
2022-05-04 14:00:00,-0.0021102895277075318,0,1,-0.0021102895277075318,0.9863161193353391,0.9926419922125275
2022-05-04 16:00:00,0.003716075780038741,1,1,0.003716075780038741,0.989981344777863,0.9963307250780379
2022-05-04 17:00:00,-0.0008493366256883128,0,1,-0.0008493366256883128,0.989140517362995,0.9954845049019305
2022-05-04 18:00:00,0.027004121851546437,1,0,0.0,1.015851388422167,0.9954845049019305
2022-05-04 19:00:00,0.007162157770939981,1,1,0.007162157770939981,1.023127076337875,1.0026143219845642
2022-05-04 20:00:00,-0.0017144574578527028,0,0,-0.0,1.0213729684915165,1.0026143219845642
2022-05-04 21:00:00,-0.002889932224612979,0,1,-0.002889932224612979,1.0184212698365243,0.9997168345466025
2022-05-04 22:00:00,-0.003372535943575339,0,0,-0.0,1.014986607498299,0.9997168345466025
2022-05-05 01:00:00,-0.0005551885363688225,0,0,-0.0,1.014423098569248,0.9997168345466025
2022-05-05 03:00:00,-0.0020045733134352872,0,1,-0.0020045733134352872,1.0123896130973238,0.9977128288590784
2022-05-05 04:00:00,0.0013234328634867953,1,1,0.0013234328634867953,1.0137294427819494,0.9990332348051129
2022-05-05 05:00:00,-0.0043973775566948925,0,1,-0.0043973775566948925,1.0092716916816993,0.9946401084799885
2022-05-05 06:00:00,-0.00047595257127630575,0,1,-0.00047595257127630575,1.008791326224927,0.9941667069628629
2022-05-05 07:00:00,0.0013488967404216012,1,1,0.0013488967404216012,1.0101520815566374,0.9955077351933208
2022-05-05 09:00:00,-0.0002307361418227849,0,1,-0.0002307361418227849,1.0099190029626848,0.9952780355793476
2022-05-05 10:00:00,0.001784587545190952,1,0,0.0,1.0117212918370238,0.9952780355793476
2022-05-05 11:00:00,-0.0014858272343126755,0,1,-0.0014858272343126755,1.0102180487880783,0.9937992243683705
2022-05-05 12:00:00,0.001846019109516872,1,1,0.001846019109516872,1.01208293061092,0.9956337967275776
2022-05-05 13:00:00,-0.010275800022104375,0,1,-0.010275800022104375,1.001682968810177,0.9854028629371565
2022-05-05 14:00:00,-0.022771154662232895,0,1,-0.022771154662232895,0.9788734910048758,0.9629641019406074
2022-05-05 15:00:00,-0.03060127306880278,0,1,-0.03060127306880278,0.9489187160068233,0.9334961745016684
2022-05-05 16:00:00,0.004038818601110217,1,1,0.004038818601110217,0.9527512265679733,0.937266396215311
2022-05-05 17:00:00,-0.003405533391899973,0,1,-0.003405533391899973,0.9495066004517224,0.9340745042058941
2022-05-05 18:00:00,-0.007347587728747551,0,0,-0.0,0.9425300174058785,0.9340745042058941
2022-05-05 19:00:00,-0.00011724588520645174,0,1,-0.00011724588520645174,0.942419509639654,0.9339649878137997
2022-05-05 20:00:00,0.00894870025304817,1,1,0.00894870025304817,0.9508529393440439,0.9423227605365871
2022-05-05 21:00:00,-0.003637230484707654,0,0,-0.0,0.9473944680465879,0.9423227605365871
2022-05-05 22:00:00,-0.0016482403469398887,0,1,-0.0016482403469398887,0.9458329342598859,0.940769586142831
2022-05-06 00:00:00,-0.005869045588372757,0,1,-0.005869045588372757,0.9402817976497303,0.9352481665536042
2022-05-06 01:00:00,0.0015555970992795487,1,1,0.0015555970992795487,0.9417444972866595,0.9367030358886015
2022-05-06 02:00:00,0.003485203980302609,1,1,0.003485203980302609,0.9450266689570311,0.939967637037642
2022-05-06 03:00:00,-0.0016914030211166997,0,1,-0.0016914030211166997,0.9434282479941214,0.9383777729366046
2022-05-06 04:00:00,-0.0001393195951452375,0,1,-0.0001393195951452375,0.9432968099525623,0.9382470385251858
2022-05-06 05:00:00,0.0029059083300686517,1,1,0.0029059083300686517,0.9460379440103306,0.9409734984100984
2022-05-06 06:00:00,-0.001782810341897978,0,0,-0.0,0.9443513377799211,0.9409734984100984
2022-05-06 07:00:00,-0.005188028341122308,0,1,-0.005188028341122308,0.9394520162755421,0.9360917012321017
2022-05-06 08:00:00,-0.002865592074108858,0,1,-0.002865592074108858,0.9367599300236973,0.9334092442724119
2022-05-06 09:00:00,0.0034242243001849637,1,1,0.0034242243001849637,0.939967606139524,0.9366054468886668
2022-05-06 10:00:00,-0.014750588815542587,0,0,-0.0,0.92610253048143,0.9366054468886668
2022-05-06 11:00:00,-0.0056433048284227905,0,1,-0.0056433048284227905,0.9208762515995496,0.9313198968479128
2022-05-06 12:00:00,0.003658030301759041,1,1,0.003658030301759041,0.924244844832071,0.9347266932512136
2022-05-06 13:00:00,-0.011212609678745156,0,1,-0.011212609678745156,0.9138816481393767,0.9242459676834835
2022-05-06 14:00:00,0.014194272205471314,1,1,0.014194272205471314,0.9268535330166517,0.9373649665335921
2022-05-06 15:00:00,-0.0006084734664791869,0,1,-0.0006084734664791869,0.9262895672344986,0.9367946048230493
2022-05-06 16:00:00,0.006085991249149103,1,0,0.0,0.9319269574348659,0.9367946048230493
2022-05-06 17:00:00,-0.008581389233200287,0,1,-0.008581389233200287,0.9239297294762052,0.9287556056875007
2022-05-06 18:00:00,0.0015802198363585873,1,1,0.0015802198363585873,0.925389741562125,0.9302232437187373
2022-05-06 19:00:00,7.977575661044511e-05,1,0,0.0,0.9254635652289176,0.9302232437187373
2022-05-06 20:00:00,0.004613738267819079,1,1,0.004613738267819079,0.9297334118952866,0.9345150502958972
2022-05-06 21:00:00,-0.005160204456977069,0,1,-0.005160204456977069,0.924935797399424,0.9296927615682482
2022-05-06 22:00:00,0.003430769873367545,1,0,0.0,0.9281090392679411,0.9296927615682482
2022-05-06 23:00:00,-0.00107313856970781,0,1,-0.00107313856970781,0.9271130496610082,0.9286950724078311
2022-05-07 00:00:00,-0.001739574870838645,0,1,-0.001739574870838645,0.9255002670973913,0.9270795377971988
2022-05-07 01:00:00,-0.0010263436367284884,0,1,-0.0010263436367284884,0.9245503857874654,0.9261280356128394
2022-05-07 02:00:00,-0.0014667901966781693,0,1,-0.0014667901966781693,0.9231942643452573,0.9247696000893337
2022-05-07 03:00:00,-0.004162298435151146,0,0,-0.0,0.9193516543034326,0.9247696000893337
2022-05-07 04:00:00,-0.00395962505244829,0,1,-0.00395962505244829,0.9157113664610429,0.9211078592130775
2022-05-07 05:00:00,0.004233915217322082,1,1,0.004233915217322082,0.919588410750177,0.9250077517949947
2022-05-07 06:00:00,-0.003334365361835623,0,0,-0.0,0.9165221670062262,0.9250077517949947
2022-05-07 07:00:00,0.003584689210405223,1,1,0.003584689210405223,0.9198076141293907,0.9283236171023954
2022-05-07 08:00:00,0.004526420938063769,1,0,0.0,0.9239710505729765,0.9283236171023954
2022-05-07 09:00:00,-0.00030859447894937553,0,1,-0.00030859447894937553,0.9236859182080606,0.9280371415594793
2022-05-07 10:00:00,0.0013735102196761328,1,1,0.0013735102196761328,0.9249546102564903,0.9293118100576502
2022-05-07 12:00:00,-0.0010146444626049078,0,1,-0.0010146444626049078,0.9240161101830326,0.9283688889755418
2022-05-07 13:00:00,-0.00366790217885149,0,1,-0.00366790217885149,0.9206269094791985,0.9249637227048905
2022-05-07 14:00:00,0.0037288495291654122,1,1,0.0037288495291654122,0.924059788697147,0.9284127732467937
2022-05-07 16:00:00,-0.001631617673075847,0,0,-0.0,0.92255207641493,0.9284127732467937
2022-05-07 17:00:00,-0.001375019697014035,0,1,-0.001375019697014035,0.9212835491383382,0.92713618739662
2022-05-07 18:00:00,0.0017977855278992205,1,1,0.0017977855278992205,0.9229398193700707,0.9288029794167133
2022-05-07 19:00:00,-0.001155799375973654,0,1,-0.001155799375973654,0.9218730861027816,0.927729469512701
2022-05-07 20:00:00,-0.003424939389913173,0,0,-0.0,0.9187157266576874,0.927729469512701
2022-05-07 21:00:00,-0.013014162774539373,0,1,-0.013014162774539373,0.906759410647435,0.9156558471857256
2022-05-07 22:00:00,-0.013536454110645746,0,0,-0.0,0.8944851034958099,0.9156558471857256
2022-05-07 23:00:00,0.012414729456316387,1,1,0.012414729456316387,0.9055898940584155,0.9270234668036306
2022-05-08 00:00:00,-0.0065256227133033695,0,0,-0.0,0.89968035607681,0.9270234668036306
2022-05-08 01:00:00,-0.005936881254547388,0,1,-0.005936881254547388,0.894339060635733,0.9215198385610386
2022-05-08 02:00:00,-0.02091522984236216,0,1,-0.02091522984236216,0.8756337536255344,0.902246039333238
2022-05-08 04:00:00,-0.00044433514446218236,0,1,-0.00044433514446218236,0.8752446787751212,0.9018451397090105
2022-05-08 05:00:00,-0.0011817712221133814,0,1,-0.0011817712221133814,0.8742103398014369,0.9007793650760996
2022-05-08 06:00:00,0.00870522745341562,1,1,0.00870522745341562,0.8818205396515362,0.9086208543344303
2022-05-08 07:00:00,-0.0014311696063230572,0,1,-0.0014311696063230572,0.8805585048969555,0.9073204637840355
2022-05-08 08:00:00,0.002401110151918573,1,1,0.002401110151918573,0.8826728228624219,0.9094990401606708
2022-05-08 09:00:00,-0.004226515320249091,0,1,-0.004226515320249091,0.8789421926538263,0.90565502853368
2022-05-08 10:00:00,0.005901976958593291,1,1,0.005901976958593291,0.8841296892228047,0.9110001836445198
2022-05-08 11:00:00,0.00037722604243861646,1,1,0.00037722604243861646,0.8844632059664727,0.911343836638457
2022-05-08 12:00:00,-0.004659664767943328,0,1,-0.004659664767943328,0.8803419039270884,0.9070972798713904
2022-05-08 13:00:00,-0.00924218053248349,0,1,-0.00924218053248349,0.872205625120684,0.8987137230502944
2022-05-08 14:00:00,-0.0030438393427943966,0,0,-0.0,0.8695507713239351,0.8987137230502944
2022-05-08 15:00:00,0.0015066541394082034,1,1,0.0015066541394082034,0.8708608835929759,0.9000677738012711
2022-05-08 16:00:00,-0.0017762717923619498,0,0,-0.0,0.8693139979703782,0.9000677738012711
2022-05-08 17:00:00,-0.0012632192046446722,0,1,-0.0012632192046446722,0.8682158638332756,0.8989307909039236
2022-05-08 18:00:00,0.01585808415035772,1,1,0.01585808415035772,0.8819841040626193,0.9131861110314257
2022-05-08 19:00:00,-1.0959306190105877e-05,0,1,-1.0959306190105877e-05,0.8819744381287681,0.9131761031452263
2022-05-08 21:00:00,0.004200578612453043,1,1,0.004200578612453043,0.885679241090302,0.9170119711535014
2022-05-08 22:00:00,-0.005664726338851067,0,1,-0.005664726338851067,0.8806621105655242,0.9118173492874665
2022-05-09 00:00:00,0.004078636555368442,1,1,0.004078636555368442,0.8842540112426047,0.9155363208600895
2022-05-09 02:00:00,-0.02944330908708126,0,1,-0.02944330908708126,0.8582186470780973,0.8885799019845567
2022-05-09 03:00:00,0.010879041160826608,1,0,0.0,0.8675552430646488,0.8885799019845567
2022-05-09 04:00:00,0.0004508858215694911,1,1,0.0004508858215694911,0.867946411423175,0.8889805500636931
2022-05-09 05:00:00,-0.007408758328261822,0,1,-0.007408758328261822,0.8615160062190585,0.8823943080097459
2022-05-09 06:00:00,0.0031493674303941788,1,1,0.0031493674303941788,0.8642292366698081,0.8851732919041571
2022-05-09 07:00:00,-0.0008688094712177019,0,1,-0.0008688094712177019,0.8634783861236861,0.8844042449644818
2022-05-09 08:00:00,0.002625034085691036,1,1,0.002625034085691036,0.8657450463195183,0.8867258362530434
2022-05-09 09:00:00,-0.0048690566580325,0,1,-0.0048690566580325,0.8615296846375776,0.882408317916186
2022-05-09 10:00:00,-0.02724845077927107,0,1,-0.02724845077927107,0.8380543354308496,0.8583640582982275
2022-05-09 12:00:00,-0.00070101358987118,0,1,-0.00070101358987118,0.8374668479526621,0.8577623334283034
2022-05-09 13:00:00,0.004504231599029573,1,1,0.004504231599029573,0.8412389925923502,0.8616258936349885
2022-05-09 16:00:00,-0.020772145081833004,0,1,-0.020772145081833004,0.8237646541897269,0.8437280755661385
2022-05-09 17:00:00,-0.006421771259543241,0,1,-0.006421771259543241,0.8184746260088237,0.8383098468595981
2022-05-09 18:00:00,-0.008662476721404522,0,1,-0.008662476721404522,0.811384608613962,0.8310480073258526
2022-05-09 19:00:00,-0.013379577005576238,0,1,-0.013379577005576238,0.8005286257618721,0.8199289365165057
2022-05-09 20:00:00,0.01503204881018494,1,1,0.01503204881018494,0.8125622111382749,0.8322541483111048
2022-05-09 21:00:00,-0.005362220766526704,0,0,-0.0,0.8082050731756144,0.8322541483111048
2022-05-09 22:00:00,0.0035267294641303515,1,1,0.0035267294641303515,0.8110553938202425,0.8351892835375982
2022-05-09 23:00:00,-0.02036413600358744,0,0,-0.0,0.7945389514740439,0.8351892835375982
2022-05-10 00:00:00,0.010477291225785557,1,0,0.0,0.8028635674588677,0.8351892835375982
2022-05-10 01:00:00,0.02033080504514917,1,1,0.02033080504514917,0.8191864301267269,0.852169354036999
2022-05-10 02:00:00,0.003504294160295629,1,1,0.003504294160295629,0.8220571003500133,0.8551556061279337
2022-05-10 03:00:00,-0.008636054491696576,0,1,-0.008636054491696576,0.8149577704361045,0.847770435714533
2022-05-10 05:00:00,0.025114315658196107,1,1,0.025114315658196107,0.8354248771309366,0.8690616100427543
2022-05-10 06:00:00,0.00199479362625965,1,1,0.00199479362625965,0.8370913773510561,0.8707952086032945
2022-05-10 07:00:00,-0.008564991261673094,0,1,-0.008564991261673094,0.8299216970188225,0.8633368552509005
2022-05-10 08:00:00,0.0011852411426793719,1,1,0.0011852411426793719,0.8309053543593314,0.8643601176117354
2022-05-10 09:00:00,-0.004886769610850661,0,1,-0.004886769610850661,0.8268449113241552,0.8601361888561591
2022-05-10 11:00:00,0.011152162513781372,1,0,0.0,0.8360660201489353,0.8601361888561591
2022-05-10 12:00:00,0.018368039763366095,1,0,0.0,0.8514229140518301,0.8601361888561591
2022-05-10 13:00:00,-0.010374433758410073,0,1,-0.010374433758410073,0.842589883429607,0.8512127629416595
2022-05-10 14:00:00,-0.023606933774885208,0,1,-0.023606933774885208,0.822698919852096,0.8311182396185587
2022-05-10 15:00:00,-0.002090567341962557,0,1,-0.002090567341962557,0.8209790123579853,0.8293807309695027
2022-05-10 16:00:00,-0.00398647890754944,0,0,-0.0,0.8177061968416794,0.8293807309695027
2022-05-10 17:00:00,0.021646422084537376,1,1,0.021646422084537376,0.8354066103196562,0.8473338563408507
2022-05-10 18:00:00,-0.00794946427987997,0,1,-0.00794946427987997,0.8287655753117446,0.8405980061167362
2022-05-10 19:00:00,-0.010100022458858215,0,0,-0.0,0.8203950243879674,0.8405980061167362
2022-05-10 20:00:00,-0.01132379290005281,0,1,-0.01132379290005281,0.8111050410355642,0.831079248383273
2022-05-10 21:00:00,-0.02608686809768812,0,0,-0.0,0.7899458508166995,0.831079248383273
2022-05-10 22:00:00,0.02267493246356822,1,1,0.02267493246356822,0.8078578196338442,0.8499239142122367
2022-05-10 23:00:00,0.010172274513002844,1,0,0.0,0.8160755711426356,0.8499239142122367
2022-05-11 00:00:00,0.006773034976926162,1,1,0.006773034976926162,0.8216028795297997,0.8556804786109221
2022-05-11 04:00:00,-0.003191344863509138,0,1,-0.003191344863509138,0.818980861400368,0.8529497071107021
2022-05-11 05:00:00,0.010220981727358636,1,1,0.010220981727358636,0.8273516498197976,0.8616676904814364
2022-05-11 06:00:00,-0.03237608101364997,0,1,-0.03237608101364997,0.8005652457784549,0.8337702675275648
2022-05-11 07:00:00,-0.0045320153146473086,0,0,-0.0,0.7969370718242126,0.8337702675275648
2022-05-11 08:00:00,0.03167436631125753,1,1,0.03167436631125753,0.8221795485641936,0.8601794124006681
2022-05-11 09:00:00,0.026520416561991667,1,1,0.026520416561991667,0.8439840926808663,0.8829917287355831
2022-05-11 11:00:00,-0.014686112310997812,0,1,-0.014686112310997812,0.8315892475070595,0.8700240130376902
2022-05-11 12:00:00,-0.09598192159048036,0,1,-0.09598192159048036,0.7517717135573504,0.7865174364364715
2022-05-11 13:00:00,0.07050966287889016,1,1,0.07050966287889016,0.8047788836421648,0.8419745157279761
2022-05-11 14:00:00,0.009025588012667729,1,0,0.0,0.8120424862872136,0.8419745157279761
2022-05-11 15:00:00,-0.034631953953026984,0,1,-0.034631953953026984,0.7839198682942133,0.8128152930696626
2022-05-11 17:00:00,-0.014085363642073578,0,1,-0.014085363642073578,0.7728780718830429,0.8013664940929378
2022-05-11 18:00:00,-0.0009964210046983224,0,1,-0.0009964210046983224,0.772107959938148,0.8005679956857622
2022-05-11 19:00:00,-0.02756004080374297,0,0,-0.0,0.7508286330573578,0.8005679956857622
2022-05-11 20:00:00,-0.03185567983921578,0,1,-0.03185567983921578,0.7269104765085665,0.7750653579256739
2022-05-11 21:00:00,0.017010829897842417,1,1,0.017010829897842417,0.7392758269754134,0.7882498628890579
2022-05-11 22:00:00,0.00017084345896445363,1,1,0.00017084345896445363,0.7394021274148227,0.788384530222162
2022-05-11 23:00:00,-0.00491000186172319,0,1,-0.00491000186172319,0.7357716615926538,0.7845135607110174
2022-05-12 00:00:00,0.04020287349530527,1,1,0.04020287349530527,0.7653517966250939,0.8160532601476339
2022-05-12 01:00:00,-0.024006106180627707,0,0,-0.0,0.7469786801297778,0.8160532601476339
2022-05-12 02:00:00,-0.026438717740873252,0,0,-0.0,0.7272295216473765,0.8160532601476339
2022-05-12 03:00:00,-0.030118273149791097,0,1,-0.030118273149791097,0.7053266242718089,0.79147514515373
2022-05-12 04:00:00,-0.0476853614284769,0,1,-0.0476853614284769,0.6716928692682802,0.7537333667954181
2022-05-12 05:00:00,-0.04447729465781025,0,1,-0.04447729465781025,0.6418177876022849,0.720209345747035
2022-05-12 06:00:00,0.007858656951738485,1,1,0.007858656951738485,0.646861613420575,0.7258692239286969
2022-05-12 08:00:00,-0.00762683083728366,0,1,-0.00762683083728366,0.6419281093198839,0.7203331421478023
2022-05-12 09:00:00,0.004041415079228283,1,0,0.0,0.6445224072606698,0.7203331421478023
2022-05-12 10:00:00,0.03479210348381545,1,1,0.03479210348381545,0.6669466975517209,0.7453950473722306
2022-05-12 11:00:00,-0.012331631533658127,0,1,-0.012331631533658127,0.658722156624923,0.7362031103010226
2022-05-12 12:00:00,0.008717938473302489,1,1,0.008717938473302489,0.6644648558573801,0.7426212837204809
2022-05-12 14:00:00,0.04396500517836044,1,1,0.04396500517836044,0.6936780566859884,0.7752706323048125
2022-05-12 15:00:00,-0.009900804154732157,0,1,-0.009900804154732157,0.6868100861003053,0.7675948296074472
2022-05-12 16:00:00,0.02409717833300906,1,0,0.0,0.7033602712259737,0.7675948296074472
2022-05-12 17:00:00,-0.04260272385795005,0,1,-0.04260272385795005,0.6733952078182807,0.7348931990468909
2022-05-12 18:00:00,-0.015231762747702549,0,1,-0.015231762747702549,0.6631382117773528,0.7236994801941085
2022-05-12 19:00:00,0.019822465593253957,1,1,0.019822465593253957,0.6762832461638814,0.738044988240112
2022-05-12 20:00:00,-0.007199438637424449,0,1,-0.007199438637424449,0.6714143864316062,0.7327314786356187
2022-05-12 21:00:00,-0.013076184095764165,0,1,-0.013076184095764165,0.662634848310082,0.7231501469282179
2022-05-13 00:00:00,0.021258447832804173,1,0,0.0,0.67672143666508,0.7231501469282179
2022-05-13 01:00:00,0.004741833573111975,1,1,0.004741833573111975,0.679930337093103,0.7265792045733229
2022-05-13 02:00:00,0.02113683570633129,1,1,0.02113683570633129,0.6943019129199904,0.7419367898480261
2022-05-13 03:00:00,0.020870933687484383,1,1,0.020870933687484383,0.7087926421036371,0.7574217033892493
2022-05-13 04:00:00,-0.006678843415772295,0,0,-0.0,0.7040587270327754,0.7574217033892493
2022-05-13 05:00:00,0.011282286559638699,1,1,0.011282286559638699,0.7120021193459736,0.7659671520933765
2022-05-13 06:00:00,-0.00612967543412557,0,1,-0.00612967543412557,0.7076377774459732,0.7612720220578426
2022-05-13 07:00:00,-0.017650633050538822,0,1,-0.017650633050538822,0.6951475227035755,0.747835088944858
2022-05-13 08:00:00,0.004094571782257805,1,1,0.004094571782257805,0.697993854134544,0.7508971533978338
2022-05-13 09:00:00,0.004514444036890497,1,1,0.004514444036890497,0.7011449083271278,0.7542870365743087
2022-05-13 10:00:00,0.008263299215438558,1,1,0.008263299215438558,0.7069386784980162,0.7605199360518486
2022-05-13 11:00:00,0.005171497376193823,1,1,0.005171497376193823,0.7105946100189986,0.7644529629056839
2022-05-13 12:00:00,0.004927345684302198,1,1,0.004927345684302198,0.7140959553039641,0.7682196869133092
2022-05-13 13:00:00,0.0028484890026514442,1,1,0.0028484890026514442,0.7161300497794852,0.7704079522431021
2022-05-13 14:00:00,0.00398702840731846,1,0,0.0,0.7189852806312904,0.7704079522431021
2022-05-13 15:00:00,-0.018751719848400072,0,1,-0.018751719848400072,0.7055030700737691,0.7559614781536599
2022-05-13 16:00:00,-0.011127673207643629,0,0,-0.0,0.697652462462999,0.7559614781536599
2022-05-13 18:00:00,0.005984194585657576,1,1,0.005984194585657576,0.7018273505515407,0.7604852987381927
2022-05-13 19:00:00,-0.00527766541250918,0,1,-0.00527766541250918,0.6981233406179819,0.7564717117803205
2022-05-13 21:00:00,0.009688654954027154,1,1,0.009688654954027154,0.7048872167805823,0.7638009051782423
2022-05-13 22:00:00,-0.006132987008455437,0,1,-0.006132987008455437,0.7005641526376407,0.7591165241497376
2022-05-13 23:00:00,-0.02101725629356499,0,1,-0.02101725629356499,0.6858402162915712,0.7431619776050024
2022-05-14 00:00:00,0.011102276750922346,1,1,0.011102276750922346,0.6934546041797527,0.7514127675511358
2022-05-14 01:00:00,0.010513704986691463,1,0,0.0,0.7007453813097615,0.7514127675511358
2022-05-14 02:00:00,-0.004813275823673635,0,0,-0.0,0.6973725005073522,0.7514127675511358
2022-05-14 04:00:00,-0.01427071483776543,0,0,-0.0,0.6874204964169124,0.7514127675511358
2022-05-14 05:00:00,0.007580120643800425,1,1,0.007580120643800425,0.6926312267127738,0.7571085669824654
2022-05-14 06:00:00,0.003087390076337959,1,1,0.003087390076337959,0.6947696494886886,0.7594460564588775
2022-05-14 07:00:00,-0.005151285054939336,0,0,-0.0,0.691190692976652,0.7594460564588775
2022-05-14 08:00:00,0.005035769359731379,1,0,0.0,0.6946713698900754,0.7594460564588775
2022-05-14 09:00:00,-0.008461424801858297,0,1,-0.008461424801858297,0.6887934603317466,0.7530200607610829
2022-05-14 10:00:00,-0.005281046464569394,0,1,-0.005281046464569394,0.6851559100632431,0.7490433268314507
2022-05-14 11:00:00,-0.01329915409104665,0,1,-0.01329915409104665,0.6760439160389207,0.739081684207049
2022-05-14 12:00:00,-2.7784063000080295e-05,0,0,-0.0,0.6760251327921666,0.739081684207049
2022-05-14 13:00:00,-0.010123884096175484,0,1,-0.010123884096175484,0.669181132701677,0.7315993068985307
2022-05-14 14:00:00,-0.000476986740439278,0,0,-0.0,0.6688619421744262,0.7315993068985307
2022-05-14 15:00:00,3.0816081919127214e-05,1,1,3.0816081919127214e-05,0.6688825538788288,0.731621851922704
2022-05-14 16:00:00,0.023396389212019697,1,0,0.0,0.6845319904465076,0.731621851922704
2022-05-14 17:00:00,0.0006112583727038157,1,1,0.0006112583727038157,0.6849504163570517,0.7320690619053448
2022-05-14 18:00:00,0.0018895025646672448,1,0,0.0,0.6862446319254282,0.7320690619053448
2022-05-14 19:00:00,-0.00921157464225808,0,1,-0.00921157464225808,0.6799232382755982,0.7253255530983159
2022-05-14 20:00:00,0.001775979971727848,1,0,0.0,0.681130768329088,0.7253255530983159
2022-05-14 21:00:00,0.014336580148448519,1,1,0.014336580148448519,0.6908958541808123,0.7357242410240277
2022-05-14 22:00:00,0.010479428374693844,1,1,0.010479428374693844,0.6981360477990731,0.7434342105113649
2022-05-14 23:00:00,0.0035753690607540634,1,1,0.0035753690607540634,0.700632141824571,0.7460922621863334
2022-05-15 00:00:00,-0.0034913383799890507,0,1,-0.0034913383799890507,0.698185997937565,0.7434874016363494
2022-05-15 02:00:00,-0.006754017567651482,0,1,-0.006754017567651482,0.6934704374420064,0.73846587466437
2022-05-15 03:00:00,-0.007324201772452743,0,1,-0.007324201772452743,0.6883913200349501,0.7330572015962573
2022-05-15 04:00:00,-0.00016858803701225167,0,1,-0.00016858803701225167,0.6882752654936091,0.7329336169216225
2022-05-15 05:00:00,0.00892236866492735,1,0,0.0,0.6944163111552938,0.7329336169216225
2022-05-15 06:00:00,-0.0001411133549343857,0,1,-0.0001411133549343857,0.6943183197399055,0.7328301901999945
